zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
0.6, 1, 2047, 10, 16, 20471, 100000000, 2762500, 97237500, 2, 1.69778, 0.12935, 7.64173, 1.69, 9.33950, 25.22465, 13086048
0.6, 16, 2032, 10, 16, 20336, 100000000, 2776232, 97223768, 2, 1.54510, 0.10710, 5.65716, 1.89, 7.20226, 24.00380, 17676718
0.6, 64, 1984, 10, 16, 19904, 100000000, 2821464, 97178536, 2, 0.98999, 0.09659, 3.34757, 2.89, 4.33756, 20.51512, 29872380
0.6, 256, 1792, 10, 16, 18176, 100000000, 3023582, 96976418, 3, 0.67691, 0.17275, 1.66090, 10.40, 2.33781, 19.23875, 60208396
0.6, 512, 1536, 10, 16, 15872, 100000000, 3352870, 96647130, 3, 0.49344, 0.16685, 1.16410, 14.33, 1.65754, 17.12590, 85903568
0.6, 1024, 1024, 10, 16, 11264, 100000000, 4308462, 95691538, 4, 0.48407, 0.21786, 0.88802, 24.53, 1.37209, 18.01212, 112610336
0.6, 1536, 512, 10, 16, 6656, 100000000, 6066028, 93933972, 6, 0.62965, 0.31661, 0.86375, 36.65, 1.49340, 16.52534, 115774376
0.6, 2047, 1, 10, 16, 2057, 100000000, 11576860, 88423140, 11, 0.68978, 0.79188, 1.16751, 67.83, 1.85729, 17.60665, 85652512
0.6, 1, 2047, 10, 64, 20471, 100000000, 7083124, 92916876, 7, 1.09306, 0.43097, 3.73366, 11.54, 4.82672, 20.97913, 26783348
0.6, 16, 2032, 10, 64, 20336, 100000000, 7109538, 92890462, 7, 0.95687, 0.47379, 3.31097, 14.31, 4.26784, 20.43739, 30202602
0.6, 64, 1984, 10, 64, 19904, 100000000, 7198236, 92801764, 7, 0.78305, 0.48526, 2.51522, 19.29, 3.29827, 20.75369, 39757956
0.6, 256, 1792, 10, 64, 18176, 100000000, 7584088, 92415912, 7, 0.57493, 0.54065, 1.49636, 36.13, 2.07129, 18.12878, 66828932
0.6, 512, 1536, 10, 64, 15872, 100000000, 8181034, 91818966, 8, 0.46656, 0.60767, 1.10795, 54.85, 1.57451, 17.44981, 90257112
0.6, 1024, 1024, 10, 64, 11264, 100000000, 9845990, 90154010, 9, 0.40616, 0.78389, 0.91821, 85.37, 1.32437, 18.33659, 108907664
