Allocated 2500 DPU(s)
0, 2000000, 9.66144848, 1.56312001, 11.22456932, 1279492
Allocated 2500 DPU(s)
1, 2000000, 9.78696156, 0.79699200, 10.58395195, 2509436
Allocated 2500 DPU(s)
2, 2000000, 9.58088207, 0.60299098, 10.18387413, 3316799
Allocated 2500 DPU(s)
3, 2000000, 9.75930882, 0.44133198, 10.20064163, 4531736
Allocated 2500 DPU(s)
4, 2000000, 9.68642139, 0.35186598, 10.03828716, 5683982
Allocated 2500 DPU(s)
6, 2000000, 9.21049786, 0.24593399, 9.45643139, 8132264
Allocated 2500 DPU(s)
8, 2000000, 9.67156410, 0.19163200, 9.86319637, 10436670
Allocated 2500 DPU(s)
10, 2000000, 9.67777824, 0.16516800, 9.84294605, 12108883
Allocated 2500 DPU(s)
15, 2000000, 9.65380764, 0.11068100, 9.76448917, 18069950
Allocated 2500 DPU(s)
20, 2000000, 9.61829567, 0.08545600, 9.70375061, 23403858
Allocated 2500 DPU(s)
30, 2000000, 9.32205868, 0.05656499, 9.37862301, 35357556
Allocated 2500 DPU(s)
40, 2000000, 9.80388641, 0.04534100, 9.84922791, 44110188
Allocated 2500 DPU(s)
50, 2000000, 9.57052231, 0.05405800, 9.62457943, 36997300
