zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
1.2, 16, 2032, 10, 64, 20336, 100000000, 50745340, 49254660, 50, 0.31688, 0.87120, 5.82752, 14.95, 6.14441, 14.92700, 17159948
1.2, 64, 1984, 10, 64, 19904, 100000000, 51050460, 48949540, 51, 0.20654, 0.89162, 3.23135, 27.59, 3.43788, 12.21024, 30946864
1.2, 256, 1792, 10, 64, 18176, 100000000, 52366700, 47633300, 52, 0.10244, 0.97315, 1.03300, 94.21, 1.13544, 9.91080, 96805608
1.2, 512, 1536, 10, 64, 15872, 100000000, 54242980, 45757020, 54, 0.07616, 0.98787, 0.98977, 99.81, 1.06593, 9.75972, 101033784
1.2, 1024, 1024, 10, 64, 11264, 100000000, 58757700, 41242300, 58, 0.19077, 1.18960, 1.19192, 99.80, 1.38270, 10.14083, 83898032
1.2, 1536, 512, 10, 64, 6656, 100000000, 65092360, 34907640, 65, 0.15928, 1.86780, 1.87015, 99.87, 2.02943, 10.66035, 53471704
1.2, 2047, 1, 10, 64, 2057, 100000000, 76980520, 23019480, 76, 0.15276, 6.19616, 6.19864, 99.96, 6.35140, 14.97313, 16132564
1.2, 1, 2047, 10, 256, 20471, 100000000, 68016360, 31983640, 68, 0.10107, 0.94319, 1.31976, 71.47, 1.42083, 10.21344, 75771240
1.2, 16, 2032, 10, 256, 20336, 100000000, 68086700, 31913300, 68, 0.10207, 0.99033, 1.29382, 76.54, 1.39589, 10.23176, 77290448
1.2, 64, 1984, 10, 256, 19904, 100000000, 68321460, 31678540, 68, 0.08987, 0.98935, 1.06069, 93.27, 1.15055, 9.95904, 94278432
1.2, 256, 1792, 10, 256, 18176, 100000000, 69295220, 30704780, 69, 0.06560, 1.08515, 1.08709, 99.82, 1.15268, 10.02198, 91988952
1.2, 512, 1536, 10, 256, 15872, 100000000, 70717520, 29282480, 70, 0.08721, 1.24203, 1.24401, 99.84, 1.33122, 10.06511, 80385272
1.2, 1024, 1024, 10, 256, 11264, 100000000, 74089840, 25910160, 74, 0.06578, 1.33598, 1.33834, 99.82, 1.40412, 10.25921, 74719424
1.2, 1536, 512, 10, 256, 6656, 100000000, 78807320, 21192680, 78, 0.06424, 1.88132, 1.88382, 99.87, 1.94806, 10.71732, 53083628
1.2, 2047, 1, 10, 256, 2057, 100000000, 87450200, 12549800, 87, 0.34771, 5.61852, 5.62091, 99.96, 5.96862, 14.57456, 17790706
1.2, 1, 2047, 10, 512, 20471, 100000000, 74988640, 25011360, 74, 0.07506, 0.95164, 0.95329, 99.83, 1.02834, 9.85673, 104900088
1.2, 16, 2032, 10, 512, 20336, 100000000, 75050580, 24949420, 75, 0.05633, 1.02252, 1.02430, 99.83, 1.08063, 9.80409, 97627544
1.2, 64, 1984, 10, 512, 19904, 100000000, 75251360, 24748640, 75, 0.05448, 1.02376, 1.02577, 99.80, 1.08025, 9.77145, 97487640
1.2, 256, 1792, 10, 512, 18176, 100000000, 76088080, 23911920, 76, 0.04971, 1.03321, 1.03494, 99.83, 1.08466, 9.82479, 96623672
1.2, 512, 1536, 10, 512, 15872, 100000000, 77300640, 22699360, 77, 0.04263, 1.14600, 1.14795, 99.83, 1.19058, 9.94938, 87111504
1.2, 1024, 1024, 10, 512, 11264, 100000000, 80195640, 19804360, 80, 0.11957, 1.40145, 1.40393, 99.82, 1.52350, 10.31858, 71228672
1.2, 1536, 512, 10, 512, 6656, 100000000, 84214520, 15785480, 84, 0.16662, 1.86761, 1.86995, 99.88, 2.03657, 10.95463, 53477480
1.2, 2047, 1, 10, 512, 2057, 100000000, 91355560, 8644440, 91, 0.02404, 5.06039, 5.06272, 99.95, 5.08676, 13.74183, 19752210
1.2, 1, 2047, 10, 1024, 20471, 100000000, 80965380, 19034620, 80, 0.03588, 1.08393, 1.08570, 99.84, 1.12158, 9.86637, 92106312
1.2, 16, 2032, 10, 1024, 20336, 100000000, 81017600, 18982400, 81, 0.03710, 0.97590, 0.97750, 99.84, 1.01460, 9.95035, 102301368
1.2, 64, 1984, 10, 1024, 19904, 100000000, 81189020, 18810980, 81, 0.03906, 1.08070, 1.08250, 99.83, 1.12156, 9.88799, 92378664
1.2, 256, 1792, 10, 1024, 18176, 100000000, 81898680, 18101320, 81, 0.03490, 1.13092, 1.13272, 99.84, 1.16762, 10.15683, 88283304
1.2, 512, 1536, 10, 1024, 15872, 100000000, 82925920, 17074080, 82, 0.03312, 1.17923, 1.18111, 99.84, 1.21423, 10.20252, 84665976
1.2, 1024, 1024, 10, 1024, 11264, 100000000, 85386300, 14613700, 85, 0.08349, 1.37161, 1.37394, 99.83, 1.45742, 10.18123, 72783600
1.2, 1536, 512, 10, 1024, 6656, 100000000, 88733400, 11266600, 88, 0.14704, 2.08335, 2.08567, 99.89, 2.23271, 11.11031, 47946296
1.2, 2047, 1, 10, 1024, 2057, 100000000, 94415980, 5584020, 94, 0.28089, 4.19838, 4.20072, 99.94, 4.48161, 13.19673, 23805430
