zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
0.6, 1, 2047, 10, 16, 20471, 100000000, 2758520, 97241480, 2, 0.25248, 0.05264, 4.21257, 1.25, 4.46505, 13.21583, 23738476
0.6, 16, 2032, 10, 16, 20336, 100000000, 2771600, 97228400, 2, 0.20482, 0.05640, 3.12134, 1.81, 3.32615, 12.09477, 32037564
0.6, 64, 1984, 10, 16, 19904, 100000000, 2815860, 97184140, 2, 0.14200, 0.05481, 1.78614, 3.07, 1.92815, 10.78487, 55986556
0.6, 256, 1792, 10, 16, 18176, 100000000, 3017800, 96982200, 3, 0.11096, 0.06794, 0.86877, 7.82, 0.97973, 9.78214, 115104992
0.6, 512, 1536, 10, 16, 15872, 100000000, 3343100, 96656900, 3, 0.09059, 0.07801, 0.61208, 12.75, 0.70267, 9.42163, 163376256
0.6, 1024, 1024, 10, 16, 11264, 100000000, 4292340, 95707660, 4, 0.08823, 0.10791, 0.46846, 23.03, 0.55669, 9.41610, 213464944
0.6, 1536, 512, 10, 16, 6656, 100000000, 6045140, 93954860, 6, 0.15880, 0.17212, 0.45066, 38.19, 0.60946, 9.37401, 221898256
0.6, 2047, 1, 10, 16, 2057, 100000000, 11556120, 88443880, 11, 0.20321, 0.35887, 0.60327, 59.49, 0.80648, 9.44563, 165764352
0.6, 1, 2047, 10, 32, 20471, 100000000, 4579900, 95420100, 4, 0.19954, 0.06831, 3.07240, 2.22, 3.27195, 12.10471, 32547814
0.6, 16, 2032, 10, 32, 20336, 100000000, 4599640, 95400360, 4, 0.18110, 0.07044, 2.47322, 2.85, 2.65432, 11.49334, 40433088
0.6, 64, 1984, 10, 32, 19904, 100000000, 4662980, 95337020, 4, 0.12928, 0.07265, 1.59018, 4.57, 1.71946, 10.50433, 62885812
0.6, 256, 1792, 10, 32, 18176, 100000000, 4950840, 95049160, 4, 0.09108, 0.08207, 0.84341, 9.73, 0.93449, 9.76444, 118565728
0.6, 512, 1536, 10, 32, 15872, 100000000, 5420640, 94579360, 5, 0.09041, 0.08957, 0.60432, 14.82, 0.69473, 9.50756, 165474144
0.6, 1024, 1024, 10, 32, 11264, 100000000, 6685240, 93314760, 6, 0.13544, 0.12644, 0.46586, 27.14, 0.60130, 9.35571, 214658128
0.6, 1536, 512, 10, 32, 6656, 100000000, 8989820, 91010180, 8, 0.18179, 0.19950, 0.44963, 44.37, 0.63142, 9.46109, 222403616
0.6, 2047, 1, 10, 32, 2057, 100000000, 16202280, 83797720, 16, 0.07387, 0.42714, 0.59738, 71.50, 0.67125, 9.40325, 167397648
0.6, 1, 2047, 10, 64, 20471, 100000000, 7071860, 92928140, 7, 0.14650, 0.11117, 1.99991, 5.56, 2.14640, 10.90891, 50002372
0.6, 16, 2032, 10, 64, 20336, 100000000, 7097720, 92902280, 7, 0.13732, 0.11158, 1.75620, 6.35, 1.89353, 10.59801, 56940996
0.6, 64, 1984, 10, 64, 19904, 100000000, 7184780, 92815220, 7, 0.13078, 0.11663, 1.33695, 8.72, 1.46773, 10.31106, 74797112
0.6, 256, 1792, 10, 64, 18176, 100000000, 7568860, 92431140, 7, 0.08667, 0.13322, 0.78632, 16.94, 0.87299, 9.57923, 127175176
0.6, 512, 1536, 10, 64, 15872, 100000000, 8164740, 91835260, 8, 0.07022, 0.12281, 0.58278, 21.07, 0.65300, 9.43349, 171590176
0.6, 1024, 1024, 10, 64, 11264, 100000000, 9824760, 90175240, 9, 0.11882, 0.15111, 0.45733, 33.04, 0.57615, 9.33495, 218661936
0.6, 1536, 512, 10, 64, 6656, 100000000, 12848500, 87151500, 12, 0.12865, 0.21921, 0.44290, 49.49, 0.57155, 9.36820, 225786640
0.6, 2047, 1, 10, 64, 2057, 100000000, 22253540, 77746460, 22, 0.06075, 0.50265, 0.58673, 85.67, 0.64749, 9.28640, 170434704
0.6, 1, 2047, 10, 256, 20471, 100000000, 14601860, 85398140, 14, 0.07834, 0.24035, 0.85931, 27.97, 0.93765, 9.85146, 116372840
0.6, 16, 2032, 10, 256, 20336, 100000000, 14646160, 85353840, 14, 0.07893, 0.25231, 0.82430, 30.61, 0.90323, 9.73097, 121315208
