zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
0.6, 64, 1984, 10, 256, 19904, 100000000, 14798360, 85201640, 14, 0.09341, 0.26783, 0.75509, 35.47, 0.84850, 9.60126, 132434720
0.6, 256, 1792, 10, 256, 18176, 100000000, 15456300, 84543700, 15, 0.07225, 0.33005, 0.58065, 56.84, 0.65290, 9.47949, 172220208
0.6, 512, 1536, 10, 256, 15872, 100000000, 16481000, 83519000, 16, 0.06185, 0.30355, 0.47934, 63.33, 0.54119, 9.32806, 208619312
0.6, 1024, 1024, 10, 256, 11264, 100000000, 19320280, 80679720, 19, 0.05833, 0.28219, 0.40740, 69.26, 0.46574, 9.28180, 245458384
0.6, 1536, 512, 10, 256, 6656, 100000000, 24433060, 75566940, 24, 0.12520, 0.34474, 0.42750, 80.64, 0.55270, 9.35057, 233915408
0.6, 2047, 1, 10, 256, 2057, 100000000, 39604120, 60395880, 39, 0.18242, 0.53551, 0.55296, 96.84, 0.73538, 9.33375, 180845232
0.6, 1, 2047, 10, 512, 20471, 100000000, 20180260, 79819740, 20, 0.05873, 0.35401, 0.55408, 63.89, 0.61280, 9.56282, 180480976
0.6, 16, 2032, 10, 512, 20336, 100000000, 20240060, 79759940, 20, 0.06052, 0.38353, 0.54032, 70.98, 0.60084, 9.42196, 185074496
0.6, 64, 1984, 10, 512, 19904, 100000000, 20439060, 79560940, 20, 0.05906, 0.38836, 0.52364, 74.17, 0.58269, 9.29149, 190971616
0.6, 256, 1792, 10, 512, 18176, 100000000, 21293040, 78706960, 21, 0.05997, 0.36190, 0.44993, 80.44, 0.50990, 9.25634, 222258784
0.6, 512, 1536, 10, 512, 15872, 100000000, 22613360, 77386640, 22, 0.05744, 0.38813, 0.42205, 91.96, 0.47949, 9.39611, 236941552
0.6, 1024, 1024, 10, 512, 11264, 100000000, 26264580, 73735420, 26, 0.05442, 0.38755, 0.39112, 99.09, 0.44554, 9.24588, 255674048
0.6, 1536, 512, 10, 512, 6656, 100000000, 32731480, 67268520, 32, 0.12242, 0.47467, 0.47631, 99.66, 0.59873, 9.47386, 209949072
0.6, 2047, 1, 10, 512, 2057, 100000000, 50964280, 49035720, 50, 0.12493, 0.58991, 0.59135, 99.76, 0.71628, 9.35555, 169104304
0.6, 1, 2047, 10, 1024, 20471, 100000000, 27357180, 72642820, 27, 0.04281, 0.63048, 0.63239, 99.70, 0.67520, 9.46440, 158131520
0.6, 16, 2032, 10, 1024, 20336, 100000000, 27432700, 72567300, 27, 0.04351, 0.61041, 0.61233, 99.69, 0.65583, 9.32763, 163311728
0.6, 64, 1984, 10, 1024, 19904, 100000000, 27688640, 72311360, 27, 0.04673, 0.64567, 0.64750, 99.72, 0.69424, 9.44545, 154438960
0.6, 256, 1792, 10, 1024, 18176, 100000000, 28779700, 71220300, 28, 0.05115, 0.57948, 0.58133, 99.68, 0.63248, 9.50224, 172018736
0.6, 512, 1536, 10, 1024, 15872, 100000000, 30447500, 69552500, 30, 0.04894, 0.55315, 0.55485, 99.69, 0.60380, 9.36110, 180228240
0.6, 1024, 1024, 10, 1024, 11264, 100000000, 35015280, 64984720, 35, 0.10326, 0.66631, 0.66825, 99.71, 0.77151, 9.50145, 149643936
0.6, 1536, 512, 10, 1024, 6656, 100000000, 42911440, 57088560, 42, 0.10515, 0.69308, 0.69489, 99.74, 0.80005, 9.56195, 143906832
0.6, 2047, 1, 10, 1024, 2057, 100000000, 63231880, 36768120, 63, 0.05108, 0.76185, 0.76339, 99.80, 0.81447, 9.58337, 130994640
