Allocated 2500 DPU(s)
12, 2000000, 9.86392879, 1.56476200, 11.42869091, 1278150
Allocated 2500 DPU(s)
12, 2000000, 9.37938690, 0.79737705, 10.17676449, 2508224
Allocated 2500 DPU(s)
12, 2000000, 9.73231697, 0.60287094, 10.33518887, 3317460
Allocated 2500 DPU(s)
12, 2000000, 9.68412113, 0.44148499, 10.12560558, 4530166
Allocated 2500 DPU(s)
12, 2000000, 9.59491253, 0.35196900, 9.94688225, 5682318
Allocated 2500 DPU(s)
12, 2000000, 9.59456158, 0.24588200, 9.84044361, 8133983
Allocated 2500 DPU(s)
12, 2000000, 9.70690441, 0.19169901, 9.89860344, 10433022
Allocated 2500 DPU(s)
10, 2000000, 9.66963768, 0.16518798, 9.83482456, 12107418
Allocated 2500 DPU(s)
15, 2000000, 9.70314980, 0.11070700, 9.81385708, 18065704
Allocated 2500 DPU(s)
20, 2000000, 9.67163181, 0.08580101, 9.75743294, 23309750
Allocated 2500 DPU(s)
30, 2000000, 9.57667351, 0.05678000, 9.63345242, 35223668
Allocated 2500 DPU(s)
40, 2000000, 9.67722130, 0.04336700, 9.72058773, 46118016
Allocated 2500 DPU(s)
50, 2000000, 9.58665943, 0.04212200, 9.62878227, 47481128
