zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
0.99, 1, 2047, 10, 16, 20471, 100000000, 15321446, 84678554, 15, 3.10557, 0.79211, 28.30871, 2.80, 31.41429, 46.63376, 3532482
0.99, 16, 2032, 10, 16, 20336, 100000000, 15384132, 84615868, 15, 2.52304, 0.89751, 20.79035, 4.32, 23.31339, 39.36539, 4809924
0.99, 64, 1984, 10, 16, 19904, 100000000, 15591242, 84408758, 15, 1.90067, 0.79506, 8.84995, 8.98, 10.75062, 26.56321, 11299500
0.99, 256, 1792, 10, 16, 18176, 100000000, 16517314, 83482686, 16, 1.31462, 0.87041, 2.56428, 33.94, 3.87890, 20.34188, 38997316
0.99, 512, 1536, 10, 16, 15872, 100000000, 17988320, 82011680, 17, 1.21477, 0.96832, 1.35927, 71.24, 2.57404, 17.53583, 73568736
0.99, 1024, 1024, 10, 16, 11264, 100000000, 21913800, 78086200, 21, 1.44106, 1.29795, 1.30046, 99.81, 2.74152, 18.92651, 76896048
0.99, 1536, 512, 10, 16, 6656, 100000000, 28020104, 71979896, 28, 1.47044, 2.04805, 2.05029, 99.89, 3.52074, 18.01243, 48773584
0.99, 2047, 1, 10, 16, 2057, 100000000, 41641874, 58358126, 41, 1.28950, 6.74635, 6.74879, 99.96, 8.03829, 23.08626, 14817469
0.99, 1, 2047, 10, 32, 20471, 100000000, 23005616, 76994384, 23, 2.37737, 1.46548, 20.59214, 7.12, 22.96951, 39.45755, 4856222
0.99, 16, 2032, 10, 32, 20336, 100000000, 23075844, 76924156, 23, 2.19890, 1.40612, 15.07115, 9.33, 17.27005, 32.33893, 6635194
0.99, 64, 1984, 10, 32, 19904, 100000000, 23308180, 76691820, 23, 1.70364, 1.40164, 7.49027, 18.71, 9.19391, 24.18775, 13350658
0.99, 256, 1792, 10, 32, 18176, 100000000, 24345258, 75654742, 24, 0.88957, 1.44885, 2.41848, 59.91, 3.30805, 19.60609, 41348288
0.99, 512, 1536, 10, 32, 15872, 100000000, 25984722, 74015278, 25, 0.74783, 1.50793, 1.51618, 99.46, 2.26401, 17.10826, 65955400
0.99, 1024, 1024, 10, 32, 11264, 100000000, 29942010, 70057990, 29, 0.85899, 1.76624, 1.76869, 99.86, 2.62768, 17.57898, 56539084
0.99, 1536, 512, 10, 32, 6656, 100000000, 36050184, 63949816, 36, 0.87818, 2.55867, 2.56107, 99.91, 3.43925, 18.09843, 39046132
0.99, 2047, 1, 10, 32, 2057, 100000000, 49700304, 50299696, 49, 0.70665, 7.27580, 7.27831, 99.97, 7.98496, 22.02842, 13739452
0.99, 1, 2047, 10, 64, 20471, 100000000, 31043530, 68956470, 31, 2.00911, 2.31069, 10.87076, 21.26, 12.87987, 28.29081, 9198990
0.99, 16, 2032, 10, 64, 20336, 100000000, 31118138, 68881862, 31, 1.95669, 2.30347, 8.83684, 26.07, 10.79354, 26.29891, 11316262
0.99, 64, 1984, 10, 64, 19904, 100000000, 31367468, 68632532, 31, 1.54811, 2.38117, 5.50510, 43.25, 7.05321, 23.71391, 18164984
0.99, 256, 1792, 10, 64, 18176, 100000000, 32435620, 67564380, 32, 0.74639, 2.36820, 2.47339, 95.75, 3.21978, 18.59149, 40430400
0.99, 512, 1536, 10, 64, 15872, 100000000, 34005338, 65994662, 34, 0.48358, 2.35898, 2.36099, 99.92, 2.84457, 17.92591, 42355188
0.99, 1024, 1024, 10, 64, 11264, 100000000, 37989958, 62010042, 37, 0.49517, 2.90031, 2.90297, 99.91, 3.39814, 20.08813, 34447492
0.99, 1536, 512, 10, 64, 6656, 100000000, 44107468, 55892532, 44, 0.71934, 3.79458, 3.79709, 99.93, 4.51643, 19.69662, 26335946
0.99, 2047, 1, 10, 64, 2057, 100000000, 57720618, 42279382, 57, 0.37477, 8.12235, 8.12481, 99.97, 8.49957, 22.76077, 12307983
