zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
0.99, 1, 2047, 10, 256, 20471, 100000000, 47163156, 52836844, 47, 0.80444, 3.93454, 3.93658, 99.95, 4.74102, 21.52219, 25402756
0.99, 16, 2032, 10, 256, 20336, 100000000, 47240252, 52759748, 47, 0.75733, 4.34807, 4.35005, 99.95, 5.10738, 21.85521, 22988266
0.99, 64, 1984, 10, 256, 19904, 100000000, 47491522, 52508478, 47, 0.67641, 4.23625, 4.23836, 99.95, 4.91477, 20.31739, 23594018
0.99, 256, 1792, 10, 256, 18176, 100000000, 48544408, 51455592, 48, 0.52014, 4.32971, 4.33206, 99.95, 4.85220, 21.85796, 23083700
0.99, 512, 1536, 10, 256, 15872, 100000000, 50119116, 49880884, 50, 0.46989, 4.36331, 4.36551, 99.95, 4.83540, 20.31736, 22906826
0.99, 1024, 1024, 10, 256, 11264, 100000000, 54093298, 45906702, 54, 0.30884, 4.86147, 4.86405, 99.95, 5.17289, 21.72166, 20559020
0.99, 1536, 512, 10, 256, 6656, 100000000, 60153888, 39846112, 60, 0.29848, 5.78479, 5.78741, 99.95, 6.08589, 21.38622, 17278892
0.99, 2047, 1, 10, 256, 2057, 100000000, 73243230, 26756770, 73, 0.18816, 9.69933, 9.70196, 99.97, 9.89012, 24.36161, 10307195
0.99, 1, 2047, 10, 512, 20471, 100000000, 55203402, 44796598, 55, 0.43064, 4.40528, 4.40742, 99.95, 4.83806, 20.47277, 22689030
0.99, 16, 2032, 10, 512, 20336, 100000000, 55278994, 44721006, 55, 0.44781, 4.65722, 4.65957, 99.95, 5.10738, 20.54827, 21461198
0.99, 64, 1984, 10, 512, 19904, 100000000, 55526538, 44473462, 55, 0.40868, 4.63917, 4.64141, 99.95, 5.05009, 20.48779, 21545182
0.99, 256, 1792, 10, 512, 18176, 100000000, 56572834, 43427166, 56, 0.38545, 4.85491, 4.85709, 99.95, 5.24254, 20.77073, 20588448
0.99, 512, 1536, 10, 512, 15872, 100000000, 58135700, 41864300, 58, 0.30364, 5.35370, 5.35598, 99.96, 5.65962, 22.33903, 18670720
0.99, 1024, 1024, 10, 512, 11264, 100000000, 62063572, 37936428, 62, 0.23336, 6.00321, 6.00574, 99.96, 6.23910, 23.02469, 16650737
0.99, 1536, 512, 10, 512, 6656, 100000000, 67990652, 32009348, 67, 0.33037, 6.42254, 6.42514, 99.96, 6.75551, 23.34289, 15563868
0.99, 2047, 1, 10, 512, 2057, 100000000, 80339830, 19660170, 80, 0.29709, 10.47265, 10.47534, 99.97, 10.77243, 25.40084, 9546228
0.99, 1, 2047, 10, 1024, 20471, 100000000, 63152288, 36847712, 63, 0.24983, 5.38178, 5.38384, 99.96, 5.63367, 21.27142, 18574086
0.99, 16, 2032, 10, 1024, 20336, 100000000, 63227910, 36772090, 63, 0.24096, 5.13026, 5.13227, 99.96, 5.37323, 20.83601, 19484552
0.99, 64, 1984, 10, 1024, 19904, 100000000, 63471556, 36528444, 63, 0.23822, 5.20212, 5.20414, 99.96, 5.44236, 20.73887, 19215474
0.99, 256, 1792, 10, 1024, 18176, 100000000, 64502144, 35497856, 64, 0.26003, 5.49622, 5.49842, 99.96, 5.75845, 22.60440, 18187058
0.99, 512, 1536, 10, 1024, 15872, 100000000, 66029996, 33970004, 66, 0.21694, 5.53576, 5.53823, 99.96, 5.75517, 21.20070, 18056308
0.99, 1024, 1024, 10, 1024, 11264, 100000000, 69840278, 30159722, 69, 0.20275, 5.77761, 5.77996, 99.96, 5.98271, 22.79407, 17301164
0.99, 1536, 512, 10, 1024, 6656, 100000000, 75482494, 24517506, 75, 0.17371, 6.54095, 6.54344, 99.96, 6.71715, 22.00215, 15282483
0.99, 2047, 1, 10, 1024, 2057, 100000000, 86538662, 13461338, 86, 0.43707, 9.97406, 9.97647, 99.98, 10.41354, 26.24017, 10023586
