zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
0, 1, 2047, 10, 16, 20471, 100000000, 127392, 99872608, 0, 0.11991, 0.01894, 0.28679, 6.60, 0.40670, 16.24458, 348684736
0, 16, 2032, 10, 16, 20336, 100000000, 127882, 99872118, 0, 0.12617, 0.01391, 0.28873, 4.82, 0.41491, 17.30353, 346340736
0, 64, 1984, 10, 16, 19904, 100000000, 129534, 99870466, 0, 0.14032, 0.02499, 0.29649, 8.43, 0.43681, 16.57493, 337285184
0, 256, 1792, 10, 16, 18176, 100000000, 137018, 99862982, 0, 0.17108, 0.02094, 0.32393, 6.47, 0.49500, 17.55982, 308709632
0, 512, 1536, 10, 16, 15872, 100000000, 149568, 99850432, 0, 0.21207, 0.02187, 0.36955, 5.92, 0.58162, 16.27384, 270598656
0, 1024, 1024, 10, 16, 11264, 100000000, 190574, 99809426, 0, 0.26469, 0.02656, 0.52666, 5.04, 0.79135, 17.69998, 189876912
0, 1536, 512, 10, 16, 6656, 100000000, 289126, 99710874, 0, 0.48459, 0.02906, 0.89960, 3.23, 1.38419, 16.46317, 111160760
0, 2047, 1, 10, 16, 2057, 100000000, 818646, 99181354, 0, 0.89266, 0.04471, 2.92222, 1.53, 3.81488, 19.54747, 34220576
0, 1, 2047, 10, 64, 20471, 100000000, 360452, 99639548, 0, 0.12023, 0.06052, 0.28655, 21.12, 0.40677, 16.55152, 348981696
0, 16, 2032, 10, 64, 20336, 100000000, 362604, 99637396, 0, 0.13772, 0.06036, 0.28805, 20.95, 0.42576, 16.57465, 347165536
0, 64, 1984, 10, 64, 19904, 100000000, 369334, 99630666, 0, 0.14269, 0.05497, 0.29531, 18.61, 0.43801, 18.02272, 338626080
0, 256, 1792, 10, 64, 18176, 100000000, 399756, 99600244, 0, 0.17138, 0.07810, 0.32093, 24.33, 0.49230, 16.53177, 311596352
0, 512, 1536, 10, 64, 15872, 100000000, 450998, 99549002, 0, 0.19603, 0.08244, 0.36811, 22.40, 0.56414, 16.63552, 271655712
0, 1024, 1024, 10, 64, 11264, 100000000, 613320, 99386680, 0, 0.33453, 0.08716, 0.52500, 16.60, 0.85953, 18.03682, 190474384
0, 1536, 512, 10, 64, 6656, 100000000, 998798, 99001202, 0, 0.45230, 0.07267, 0.89231, 8.14, 1.34461, 16.76584, 112068048
0, 2047, 1, 10, 64, 2057, 100000000, 3062196, 96937804, 3, 0.88253, 0.11421, 2.85528, 4.00, 3.73781, 18.78715, 35022872
0, 1, 2047, 10, 256, 20471, 100000000, 1282304, 98717696, 1, 0.13188, 0.16930, 0.28452, 59.50, 0.41640, 18.00590, 351464192
0, 16, 2032, 10, 256, 20336, 100000000, 1290454, 98709546, 1, 0.14466, 0.23786, 0.28614, 83.13, 0.43080, 18.00410, 349478080
0, 64, 1984, 10, 256, 19904, 100000000, 1316944, 98683056, 1, 0.12836, 0.21926, 0.29710, 73.80, 0.42547, 16.56219, 336582464
0, 256, 1792, 10, 256, 18176, 100000000, 1436672, 98563328, 1, 0.18621, 0.28064, 0.31951, 87.83, 0.50572, 18.14222, 312975360
0, 512, 1536, 10, 256, 15872, 100000000, 1634350, 98365650, 1, 0.20710, 0.22563, 0.36458, 61.89, 0.57169, 16.82777, 274285216
0, 1024, 1024, 10, 256, 11264, 100000000, 2268978, 97731022, 2, 0.25933, 0.22314, 0.51513, 43.32, 0.77446, 17.92797, 194125408
0, 1536, 512, 10, 256, 6656, 100000000, 3748048, 96251952, 3, 0.42825, 0.29149, 0.86806, 33.58, 1.29631, 17.11920, 115200064
0, 2047, 1, 10, 256, 2057, 100000000, 11112060, 88887940, 11, 0.83794, 0.39683, 2.61481, 15.18, 3.45275, 18.51700, 38243636
0, 1, 2047, 10, 512, 20471, 100000000, 2486084, 97513916, 2, 0.12659, 0.30553, 0.30705, 99.50, 0.43364, 16.70936, 325676672
0, 16, 2032, 10, 512, 20336, 100000000, 2501656, 97498344, 2, 0.13581, 0.30595, 0.30874, 99.10, 0.44455, 16.50681, 323900288
0, 64, 1984, 10, 512, 19904, 100000000, 2553686, 97446314, 2, 0.13066, 0.35347, 0.35508, 99.55, 0.48574, 16.68182, 281627488
0, 256, 1792, 10, 512, 18176, 100000000, 2784694, 97215306, 2, 0.18342, 0.37459, 0.37623, 99.56, 0.55965, 16.76411, 265794160
0, 512, 1536, 10, 512, 15872, 100000000, 3170080, 96829920, 3, 0.19154, 0.35743, 0.36881, 96.91, 0.56035, 17.71785, 271140128
0, 1024, 1024, 10, 512, 11264, 100000000, 4391446, 95608554, 4, 0.25308, 0.41035, 0.50370, 81.47, 0.75678, 18.01098, 198530496
0, 1536, 512, 10, 512, 6656, 100000000, 7184724, 92815276, 7, 0.42459, 0.43084, 0.83771, 51.43, 1.26230, 18.12911, 119372760
0, 2047, 1, 10, 512, 2057, 100000000, 19972212, 80027788, 19, 0.75832, 1.49918, 2.44188, 61.39, 3.20020, 18.36849, 40952004
0, 1, 2047, 10, 1024, 20471, 100000000, 4807140, 95192860, 4, 0.11678, 0.57107, 0.57279, 99.70, 0.68957, 16.95095, 174584368
0, 16, 2032, 10, 1024, 20336, 100000000, 4837276, 95162724, 4, 0.12357, 0.63668, 0.63847, 99.72, 0.76204, 16.84138, 156624432
0, 64, 1984, 10, 1024, 19904, 100000000, 4936046, 95063954, 4, 0.12463, 0.64095, 0.64268, 99.73, 0.76731, 16.90831, 155598432
0, 256, 1792, 10, 1024, 18176, 100000000, 5375538, 94624462, 5, 0.16310, 0.60512, 0.60683, 99.72, 0.76994, 18.13205, 164789712
0, 512, 1536, 10, 1024, 15872, 100000000, 6103616, 93896384, 6, 0.20526, 0.65729, 0.65897, 99.75, 0.86423, 17.10074, 151752880
0, 1024, 1024, 10, 1024, 11264, 100000000, 8375786, 91624214, 8, 0.24887, 0.68309, 0.68505, 99.71, 0.93392, 18.22307, 145974544
0, 1536, 512, 10, 1024, 6656, 100000000, 13375228, 86624772, 13, 0.38581, 1.04243, 1.04781, 99.49, 1.43362, 17.06137, 95437240
0, 2047, 1, 10, 1024, 2057, 100000000, 33263436, 66736564, 33, 0.64629, 1.31648, 1.94334, 67.74, 2.58963, 19.16092, 51457908
0, 1, 2047, 10, 1, 20471, 1000000, 90, 999910, 0, 0.00584, 0.00027, 0.00378, 7.28, 0.00962, 1.74401, 264620272
0, 16, 2032, 10, 1, 20336, 1000000, 90, 999910, 0, 0.00348, 0.00050, 0.00311, 16.15, 0.00659, 1.68022, 321750336
0, 1, 2047, 10, 1, 20471, 100000000, 9824, 99990176, 0, 0.34885, 0.03250, 0.55826, 5.82, 0.90710, 88.54218, 179129296
0, 1, 2047, 10, 1, 20471, 100000000, 9824, 99990176, 0, 0.19946, 0.00382, 0.49498, 0.77, 0.69443, 16.77084, 202029184
0, 16, 2032, 10, 1, 20336, 100000000, 9886, 99990114, 0, 0.12717, 0.00604, 0.28887, 2.09, 0.41604, 16.53773, 346171680
0, 64, 1984, 10, 1, 19904, 100000000, 10108, 99989892, 0, 0.12628, 0.00564, 0.29567, 1.91, 0.42196, 16.58196, 338210336
0, 256, 1792, 10, 1, 18176, 100000000, 11036, 99988964, 0, 0.22448, 0.00484, 0.32235, 1.50, 0.54683, 17.11216, 310217024
0, 512, 1536, 10, 1, 15872, 100000000, 12596, 99987404, 0, 0.19364, 0.00477, 0.36977, 1.29, 0.56341, 16.67477, 270435424
0, 1024, 1024, 10, 1, 11264, 100000000, 17932, 99982068, 0, 0.26546, 0.00778, 0.52785, 1.47, 0.79331, 16.66552, 189447040
0, 1536, 512, 10, 1, 6656, 100000000, 30250, 99969750, 0, 0.43016, 0.01060, 0.89944, 1.18, 1.32960, 16.75998, 111180040
0, 2047, 1, 10, 1, 2057, 100000000, 97156, 99902844, 0, 0.94353, 0.02388, 2.95201, 0.81, 3.89554, 20.26832, 33875248
0, 1, 2047, 10, 4, 20471, 100000000, 39254, 99960746, 0, 0.16076, 0.00674, 0.41143, 1.64, 0.57219, 16.29239, 243056496
0, 16, 2032, 10, 4, 20336, 100000000, 39484, 99960516, 0, 0.16487, 0.00672, 0.28934, 2.32, 0.45420, 16.16953, 345620128
0, 64, 1984, 10, 4, 19904, 100000000, 40392, 99959608, 0, 0.13264, 0.00697, 0.29586, 2.35, 0.42850, 17.58727, 338002272
0, 256, 1792, 10, 4, 18176, 100000000, 44202, 99955798, 0, 0.17356, 0.00630, 0.32404, 1.95, 0.49761, 16.81195, 308599136
0, 512, 1536, 10, 4, 15872, 100000000, 50550, 99949450, 0, 0.19320, 0.00897, 0.37074, 2.42, 0.56393, 16.09983, 269734432
0, 1024, 1024, 10, 4, 11264, 100000000, 70986, 99929014, 0, 0.26182, 0.00928, 0.52837, 1.76, 0.79019, 16.13161, 189261328
0, 1536, 512, 10, 4, 6656, 100000000, 108960, 99891040, 0, 0.43445, 0.01279, 0.90236, 1.42, 1.33682, 16.55884, 110819904
0, 2047, 1, 10, 4, 2057, 100000000, 243070, 99756930, 0, 0.88424, 0.02933, 2.94267, 1.00, 3.82691, 18.62695, 33982696
