zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
1.2, 64, 1984, 10, 32, 19904, 100000000, 40290832, 59709168, 40, 0.90525, 2.52053, 3.02510, 83.32, 3.93035, 18.69034, 33056780
1.2, 256, 1792, 10, 32, 18176, 100000000, 41751820, 58248180, 41, 1.12272, 2.72134, 2.72345, 99.92, 3.84617, 19.94697, 36718116
1.2, 512, 1536, 10, 32, 15872, 100000000, 44049168, 55950832, 44, 0.95194, 2.89523, 2.89748, 99.92, 3.84942, 18.26204, 34512728
1.2, 1024, 1024, 10, 32, 11264, 100000000, 49254798, 50745202, 49, 1.17900, 3.58055, 3.58318, 99.93, 4.76219, 19.15801, 27908148
1.2, 1536, 512, 10, 32, 6656, 100000000, 56589690, 43410310, 56, 1.05379, 5.49478, 5.49739, 99.95, 6.55118, 21.11965, 18190452
1.2, 2047, 1, 10, 32, 2057, 100000000, 70333718, 29666282, 70, 0.61623, 16.24317, 16.24553, 99.99, 16.86176, 30.63421, 6155538
1.2, 1, 2047, 10, 64, 20471, 100000000, 50641584, 49358416, 50, 0.42161, 3.57091, 4.67816, 76.33, 5.09977, 20.56846, 21375908
1.2, 16, 2032, 10, 64, 20336, 100000000, 50735088, 49264912, 50, 0.46399, 3.93122, 4.01583, 97.89, 4.47982, 19.58572, 24901440
1.2, 64, 1984, 10, 64, 19904, 100000000, 51041690, 48958310, 51, 0.46862, 3.77715, 3.77918, 99.95, 4.24780, 20.42550, 26460780
1.2, 256, 1792, 10, 64, 18176, 100000000, 52351860, 47648140, 52, 0.48771, 3.81407, 3.81628, 99.94, 4.30399, 19.18909, 26203562
1.2, 512, 1536, 10, 64, 15872, 100000000, 54228552, 45771448, 54, 0.49844, 4.24225, 4.24452, 99.95, 4.74297, 19.68134, 23559768
1.2, 1024, 1024, 10, 64, 11264, 100000000, 58754030, 41245970, 58, 0.58942, 4.83986, 4.84260, 99.94, 5.43201, 21.57321, 20650084
1.2, 1536, 512, 10, 64, 6656, 100000000, 65108806, 34891194, 65, 0.53329, 6.52751, 6.53008, 99.96, 7.06337, 21.83034, 15313738
1.2, 2047, 1, 10, 64, 2057, 100000000, 76972294, 23027706, 76, 0.33115, 15.37232, 15.37494, 99.98, 15.70610, 29.94964, 6504089
1.2, 1, 2047, 10, 256, 20471, 100000000, 68024962, 31975038, 68, 0.12909, 6.26250, 6.26478, 99.96, 6.39386, 23.03797, 15962262
1.2, 16, 2032, 10, 256, 20336, 100000000, 68095756, 31904244, 68, 0.12723, 5.90316, 5.90576, 99.96, 6.03299, 22.34989, 16932616
1.2, 64, 1984, 10, 256, 19904, 100000000, 68329382, 31670618, 68, 0.11489, 5.98550, 5.98758, 99.97, 6.10247, 21.05768, 16701249
1.2, 256, 1792, 10, 256, 18176, 100000000, 69294242, 30705758, 69, 0.14850, 6.16446, 6.16667, 99.96, 6.31517, 22.51688, 16216218
1.2, 512, 1536, 10, 256, 15872, 100000000, 70705914, 29294086, 70, 0.12690, 6.24402, 6.24644, 99.96, 6.37334, 21.45380, 16009117
1.2, 1024, 1024, 10, 256, 11264, 100000000, 74083976, 25916024, 74, 0.25610, 7.01480, 7.01750, 99.96, 7.27361, 23.23044, 14250080
1.2, 1536, 512, 10, 256, 6656, 100000000, 78810106, 21189894, 78, 0.12292, 8.33107, 8.33389, 99.97, 8.45681, 23.38409, 11999201
1.2, 2047, 1, 10, 256, 2057, 100000000, 87443382, 12556618, 87, 0.19774, 17.46248, 17.46593, 99.98, 17.66367, 31.80996, 5725434
1.2, 1, 2047, 10, 512, 20471, 100000000, 74984676, 25015324, 74, 0.08002, 6.42830, 6.43095, 99.96, 6.51097, 21.82296, 15549804
1.2, 16, 2032, 10, 512, 20336, 100000000, 75046582, 24953418, 75, 0.10990, 6.47567, 6.47797, 99.96, 6.58787, 21.47176, 15436937
1.2, 64, 1984, 10, 512, 19904, 100000000, 75244912, 24755088, 75, 0.08669, 6.42881, 6.43127, 99.96, 6.51796, 21.78665, 15549037
1.2, 256, 1792, 10, 512, 18176, 100000000, 76079472, 23920528, 76, 0.08507, 6.75760, 6.76007, 99.96, 6.84513, 22.22411, 14792757
1.2, 512, 1536, 10, 512, 15872, 100000000, 77292522, 22707478, 77, 0.09041, 6.99702, 6.99951, 99.96, 7.08992, 23.44786, 14286719
1.2, 1024, 1024, 10, 512, 11264, 100000000, 80197784, 19802216, 80, 0.13497, 7.42763, 7.43038, 99.96, 7.56535, 23.94617, 13458266
1.2, 1536, 512, 10, 512, 6656, 100000000, 84215306, 15784694, 84, 0.06986, 8.32625, 8.32909, 99.97, 8.39895, 24.37193, 12006108
1.2, 2047, 1, 10, 512, 2057, 100000000, 91355422, 8644578, 91, 0.11769, 15.14399, 15.14698, 99.98, 15.26467, 29.40204, 6601976
1.2, 1, 2047, 10, 1024, 20471, 100000000, 80968396, 19031604, 80, 0.05377, 6.84040, 6.84261, 99.97, 6.89638, 22.10925, 14614310
1.2, 16, 2032, 10, 1024, 20336, 100000000, 81020562, 18979438, 81, 0.07272, 6.99112, 6.99344, 99.97, 7.06616, 22.03580, 14299111
1.2, 64, 1984, 10, 1024, 19904, 100000000, 81191136, 18808864, 81, 0.07301, 6.96655, 6.96874, 99.97, 7.04175, 21.88452, 14349801
1.2, 256, 1792, 10, 1024, 18176, 100000000, 81901546, 18098454, 81, 0.08628, 7.20746, 7.20960, 99.97, 7.29587, 23.59810, 13870402
1.2, 512, 1536, 10, 1024, 15872, 100000000, 82931226, 17068774, 82, 0.10140, 6.89108, 6.89340, 99.97, 6.99480, 22.13507, 14506632
1.2, 1024, 1024, 10, 1024, 11264, 100000000, 85383850, 14616150, 85, 0.18177, 7.77245, 7.77501, 99.97, 7.95678, 24.18058, 12861715
1.2, 1536, 512, 10, 1024, 6656, 100000000, 88729620, 11270380, 88, 0.06067, 8.46079, 8.46354, 99.97, 8.52421, 23.24445, 11815386
1.2, 2047, 1, 10, 1024, 2057, 100000000, 94406098, 5593902, 94, 0.19087, 13.77851, 13.78185, 99.98, 13.97271, 29.59220, 7255922
