zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
1.2, 1, 2047, 10, 16, 20471, 100000000, 27999156, 72000844, 27, 4.25664, 1.58001, 36.23877, 4.36, 40.49541, 55.12230, 2759476
1.2, 16, 2032, 10, 16, 20336, 100000000, 28101628, 71898372, 28, 3.27641, 1.41554, 25.91819, 5.46, 29.19460, 44.76549, 3858294
1.2, 64, 1984, 10, 16, 19904, 100000000, 28437786, 71562214, 28, 2.12088, 1.55971, 10.35840, 15.06, 12.47928, 27.49781, 9653999
1.2, 256, 1792, 10, 16, 18176, 100000000, 29950516, 70049484, 29, 2.06374, 1.63069, 2.30752, 70.67, 4.37126, 20.36342, 43336588
1.2, 512, 1536, 10, 16, 15872, 100000000, 32311020, 67688980, 32, 1.70734, 1.79946, 1.80156, 99.88, 3.50890, 17.82655, 55507480
1.2, 1024, 1024, 10, 16, 11264, 100000000, 38273038, 61726962, 38, 1.85855, 2.47134, 2.47366, 99.91, 4.33221, 20.01564, 40425928
1.2, 1536, 512, 10, 16, 6656, 100000000, 46778420, 53221580, 46, 1.86515, 4.26139, 4.26385, 99.94, 6.12900, 20.30330, 23452970
1.2, 2047, 1, 10, 16, 2057, 100000000, 62630938, 37369062, 62, 1.34068, 14.43846, 14.44151, 99.98, 15.78219, 30.75968, 6924485
1.2, 1, 2047, 10, 32, 20471, 100000000, 39865510, 60134490, 39, 2.71690, 2.55777, 26.32699, 9.72, 29.04389, 44.82479, 3798384
1.2, 16, 2032, 10, 32, 20336, 100000000, 39963968, 60036032, 39, 2.58276, 2.57616, 19.90229, 12.94, 22.48505, 37.31546, 5024548
1.2, 64, 1984, 10, 32, 19904, 100000000, 40290832, 59709168, 40, 1.84661, 2.40599, 8.53503, 28.19, 10.38164, 25.09183, 11716423
1.2, 256, 1792, 10, 32, 18176, 100000000, 41751820, 58248180, 41, 1.14159, 2.66334, 2.69196, 98.94, 3.83355, 19.97243, 37147628
1.2, 512, 1536, 10, 32, 15872, 100000000, 44049168, 55950832, 44, 1.03057, 3.03774, 3.04011, 99.92, 4.07068, 18.96641, 32893578
1.2, 1024, 1024, 10, 32, 11264, 100000000, 49254798, 50745202, 49, 1.01806, 3.60798, 3.61043, 99.93, 4.62849, 19.43751, 27697532
1.2, 1536, 512, 10, 32, 6656, 100000000, 56589690, 43410310, 56, 1.03375, 5.25702, 5.25965, 99.95, 6.29340, 20.56603, 19012682
1.2, 2047, 1, 10, 32, 2057, 100000000, 70333718, 29666282, 70, 0.63164, 15.32561, 15.32816, 99.98, 15.95980, 29.67894, 6523942
1.2, 1, 2047, 10, 64, 20471, 100000000, 50641584, 49358416, 50, 2.00152, 3.77984, 13.40022, 28.21, 15.40174, 30.24686, 7462564
1.2, 16, 2032, 10, 64, 20336, 100000000, 50735088, 49264912, 50, 2.06667, 3.81756, 10.40884, 36.68, 12.47551, 27.42740, 9607217
1.2, 64, 1984, 10, 64, 19904, 100000000, 51041690, 48958310, 51, 1.47521, 3.71810, 5.84981, 63.56, 7.32502, 23.73593, 17094574
1.2, 256, 1792, 10, 64, 18176, 100000000, 52351860, 47648140, 52, 0.64640, 3.94066, 3.94262, 99.95, 4.58902, 19.41985, 25363858
1.2, 512, 1536, 10, 64, 15872, 100000000, 54228552, 45771448, 54, 0.53365, 4.25229, 4.25453, 99.95, 4.78819, 19.58231, 23504356
1.2, 1024, 1024, 10, 64, 11264, 100000000, 58754030, 41245970, 58, 0.63070, 4.96489, 4.96774, 99.94, 5.59844, 21.71407, 20129878
1.2, 1536, 512, 10, 64, 6656, 100000000, 65108806, 34891194, 65, 0.49810, 6.36147, 6.36391, 99.96, 6.86201, 21.39364, 15713607
1.2, 2047, 1, 10, 64, 2057, 100000000, 76972294, 23027706, 76, 0.41901, 16.44384, 16.44654, 99.98, 16.86555, 30.84316, 6080306
1.2, 1, 2047, 10, 256, 20471, 100000000, 68024962, 31975038, 68, 0.74736, 6.04100, 6.04326, 99.96, 6.79061, 23.07992, 16547370
1.2, 16, 2032, 10, 256, 20336, 100000000, 68095756, 31904244, 68, 0.72095, 5.63532, 5.63751, 99.96, 6.35845, 22.75810, 17738344
1.2, 64, 1984, 10, 256, 19904, 100000000, 68329382, 31670618, 68, 0.59737, 5.79228, 5.79459, 99.96, 6.39196, 21.52962, 17257490
1.2, 256, 1792, 10, 256, 18176, 100000000, 69294242, 30705758, 69, 0.47419, 5.78620, 5.78846, 99.96, 6.26265, 22.60744, 17275752
1.2, 512, 1536, 10, 256, 15872, 100000000, 70705914, 29294086, 70, 0.35512, 6.22800, 6.23003, 99.97, 6.58516, 21.96625, 16051275
1.2, 1024, 1024, 10, 256, 11264, 100000000, 74083976, 25916024, 74, 0.23900, 6.65647, 6.65918, 99.96, 6.89817, 23.24915, 15016873
1.2, 1536, 512, 10, 256, 6656, 100000000, 78810106, 21189894, 78, 0.12382, 8.19153, 8.19454, 99.96, 8.31837, 23.18929, 12203246
1.2, 2047, 1, 10, 256, 2057, 100000000, 87443382, 12556618, 87, 0.14434, 15.55698, 15.56036, 99.98, 15.70471, 29.79431, 6426586
1.2, 1, 2047, 10, 512, 20471, 100000000, 74984676, 25015324, 74, 0.36106, 6.45547, 6.45774, 99.96, 6.81881, 22.18039, 15485283
1.2, 16, 2032, 10, 512, 20336, 100000000, 75046582, 24953418, 75, 0.36297, 6.36403, 6.36634, 99.96, 6.72931, 21.77508, 15707614
1.2, 64, 1984, 10, 512, 19904, 100000000, 75244912, 24755088, 75, 0.33605, 6.55590, 6.55832, 99.96, 6.89438, 21.86774, 15247801
1.2, 256, 1792, 10, 512, 18176, 100000000, 76079472, 23920528, 76, 0.30950, 6.85812, 6.86052, 99.96, 7.17002, 22.22413, 14576146
1.2, 512, 1536, 10, 512, 15872, 100000000, 77292522, 22707478, 77, 0.21531, 6.86006, 6.86237, 99.97, 7.07769, 23.47448, 14572217
1.2, 1024, 1024, 10, 512, 11264, 100000000, 80197784, 19802216, 80, 0.26438, 7.17752, 7.18015, 99.96, 7.44452, 23.53005, 13927294
1.2, 1536, 512, 10, 512, 6656, 100000000, 84215306, 15784694, 84, 0.10735, 8.47392, 8.47664, 99.97, 8.58399, 24.46289, 11797133
1.2, 2047, 1, 10, 512, 2057, 100000000, 91355422, 8644578, 91, 0.29463, 15.80526, 15.80852, 99.98, 16.10315, 30.22585, 6325702
1.2, 1, 2047, 10, 1024, 20471, 100000000, 80968396, 19031604, 80, 0.18755, 6.75968, 6.76186, 99.97, 6.94941, 22.21658, 14788825
1.2, 16, 2032, 10, 1024, 20336, 100000000, 81020562, 18979438, 81, 0.18184, 6.71287, 6.71535, 99.96, 6.89720, 21.80740, 14891250
1.2, 64, 1984, 10, 1024, 19904, 100000000, 81191136, 18808864, 81, 0.21379, 6.78700, 6.78904, 99.97, 7.00283, 21.83495, 14729619
1.2, 256, 1792, 10, 1024, 18176, 100000000, 81901546, 18098454, 81, 0.20971, 7.09309, 7.09535, 99.97, 7.30507, 23.49311, 14093728
1.2, 512, 1536, 10, 1024, 15872, 100000000, 82931226, 17068774, 82, 0.16318, 7.31579, 7.31811, 99.97, 7.48129, 22.59308, 13664739
1.2, 1024, 1024, 10, 1024, 11264, 100000000, 85383850, 14616150, 85, 0.23565, 7.78124, 7.78388, 99.97, 8.01953, 24.21258, 12847061
1.2, 1536, 512, 10, 1024, 6656, 100000000, 88729620, 11270380, 88, 0.10658, 8.42044, 8.42296, 99.97, 8.52954, 23.35300, 11872315
1.2, 2047, 1, 10, 1024, 2057, 100000000, 94406098, 5593902, 94, 0.12241, 13.09694, 13.09997, 99.98, 13.22238, 29.02191, 7633606
