zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
0.99, 1, 2047, 10, 16, 20471, 100000000, 15295720, 84704280, 15, 0.89643, 0.25930, 20.37939, 1.27, 21.27582, 30.07833, 4906918
0.99, 16, 2032, 10, 16, 20336, 100000000, 15358900, 84641100, 15, 0.60900, 0.25967, 12.23302, 2.12, 12.84202, 21.56457, 8174594
0.99, 64, 1984, 10, 16, 19904, 100000000, 15566280, 84433720, 15, 0.30225, 0.28385, 4.96304, 5.72, 5.26528, 14.00383, 20148948
0.99, 256, 1792, 10, 16, 18176, 100000000, 16496360, 83503640, 16, 0.18924, 0.33793, 1.35479, 24.94, 1.54404, 10.30730, 73811904
0.99, 512, 1536, 10, 16, 15872, 100000000, 17966400, 82033600, 17, 0.17844, 0.36821, 0.68419, 53.82, 0.86263, 9.65175, 146158224
0.99, 1024, 1024, 10, 16, 11264, 100000000, 21890460, 78109540, 21, 0.21921, 0.47022, 0.47220, 99.58, 0.69141, 9.43370, 211774224
0.99, 1536, 512, 10, 16, 6656, 100000000, 28017640, 71982360, 28, 0.22113, 0.67867, 0.68053, 99.73, 0.90166, 9.60916, 146944080
0.99, 2047, 1, 10, 16, 2057, 100000000, 41642680, 58357320, 41, 0.17560, 2.22605, 2.22805, 99.91, 2.40364, 11.03804, 44882352
0.99, 1, 2047, 10, 32, 20471, 100000000, 22988060, 77011940, 22, 0.56632, 0.34398, 11.93928, 2.88, 12.50560, 21.30226, 8375716
0.99, 16, 2032, 10, 32, 20336, 100000000, 23058000, 76942000, 23, 0.44516, 0.38931, 8.57291, 4.54, 9.01807, 17.76612, 11664654
0.99, 64, 1984, 10, 32, 19904, 100000000, 23290580, 76709420, 23, 0.26215, 0.43386, 4.15733, 10.44, 4.41948, 13.19561, 24053902
0.99, 256, 1792, 10, 32, 18176, 100000000, 24330860, 75669140, 24, 0.12502, 0.49098, 1.27010, 38.66, 1.39512, 10.15734, 78733960
0.99, 512, 1536, 10, 32, 15872, 100000000, 25976960, 74023040, 25, 0.10881, 0.49238, 0.66067, 74.53, 0.76948, 9.57475, 151361968
0.99, 1024, 1024, 10, 32, 11264, 100000000, 29941200, 70058800, 29, 0.21321, 0.59264, 0.59464, 99.66, 0.80785, 9.57987, 168168992
0.99, 1536, 512, 10, 32, 6656, 100000000, 36044520, 63955480, 36, 0.18006, 0.83780, 0.83969, 99.78, 1.01974, 9.70443, 119092128
0.99, 2047, 1, 10, 32, 2057, 100000000, 49710960, 50289040, 49, 0.10112, 2.44286, 2.44505, 99.91, 2.54617, 11.22958, 40898976
0.99, 1, 2047, 10, 64, 20471, 100000000, 31043500, 68956500, 31, 0.32976, 0.47615, 6.11050, 7.79, 6.44027, 15.27509, 16365262
0.99, 16, 2032, 10, 64, 20336, 100000000, 31118680, 68881320, 31, 0.29752, 0.47948, 4.93354, 9.72, 5.23105, 13.92528, 20269442
0.99, 64, 1984, 10, 64, 19904, 100000000, 31370380, 68629620, 31, 0.19320, 0.52140, 3.03947, 17.15, 3.23267, 12.05973, 32900460
0.99, 256, 1792, 10, 64, 18176, 100000000, 32434760, 67565240, 32, 0.11585, 0.56725, 1.14282, 49.64, 1.25867, 9.90874, 87502840
0.99, 512, 1536, 10, 64, 15872, 100000000, 34001060, 65998940, 34, 0.07470, 0.62125, 0.64744, 95.95, 0.72213, 9.48622, 154454944
0.99, 1024, 1024, 10, 64, 11264, 100000000, 37984640, 62015360, 37, 0.12735, 0.74134, 0.74342, 99.72, 0.87078, 9.64882, 134512752
0.99, 1536, 512, 10, 64, 6656, 100000000, 44109280, 55890720, 44, 0.07772, 0.93005, 0.93240, 99.75, 1.01012, 9.71950, 107250448
0.99, 2047, 1, 10, 64, 2057, 100000000, 57724720, 42275280, 57, 0.06429, 2.54702, 2.54939, 99.91, 2.61368, 11.28047, 39225072
0.99, 1, 2047, 10, 256, 20471, 100000000, 47167020, 52832980, 47, 0.11654, 0.62563, 1.44591, 43.27, 1.56245, 10.41180, 69160408
0.99, 16, 2032, 10, 256, 20336, 100000000, 47242640, 52757360, 47, 0.11437, 0.63107, 1.36132, 46.36, 1.47569, 10.41142, 73458000
0.99, 64, 1984, 10, 256, 19904, 100000000, 47495460, 52504540, 47, 0.10193, 0.59273, 1.14022, 51.98, 1.24215, 9.95462, 87702376
0.99, 256, 1792, 10, 256, 18176, 100000000, 48552440, 51447560, 48, 0.09987, 0.70181, 0.75607, 92.82, 0.85595, 9.74496, 132262192
0.99, 512, 1536, 10, 256, 15872, 100000000, 50130000, 49870000, 50, 0.08147, 0.68486, 0.68651, 99.76, 0.76798, 9.49263, 145664096
0.99, 1024, 1024, 10, 256, 11264, 100000000, 54102740, 45897260, 54, 0.08321, 0.80370, 0.80584, 99.73, 0.88906, 9.66730, 124093352
0.99, 1536, 512, 10, 256, 6656, 100000000, 60150640, 39849360, 60, 0.04160, 1.07704, 1.07912, 99.81, 1.12072, 9.92277, 92668360
0.99, 2047, 1, 10, 256, 2057, 100000000, 73249700, 26750300, 73, 0.14622, 2.57775, 2.58011, 99.91, 2.72633, 11.38136, 38758056
0.99, 1, 2047, 10, 512, 20471, 100000000, 55216660, 44783340, 55, 0.06874, 0.76238, 0.77216, 98.73, 0.84091, 9.56948, 129506168
0.99, 16, 2032, 10, 512, 20336, 100000000, 55292140, 44707860, 55, 0.06915, 0.70758, 0.71650, 98.76, 0.78565, 9.51742, 139567728
0.99, 64, 1984, 10, 512, 19904, 100000000, 55537140, 44462860, 55, 0.06345, 0.70160, 0.70536, 99.47, 0.76881, 9.41104, 141772384
0.99, 256, 1792, 10, 512, 18176, 100000000, 56577480, 43422520, 56, 0.05764, 0.71534, 0.71692, 99.78, 0.77456, 9.54942, 139486160
0.99, 512, 1536, 10, 512, 15872, 100000000, 58140080, 41859920, 58, 0.07091, 0.77217, 0.77402, 99.76, 0.84493, 9.63526, 129195960
0.99, 1024, 1024, 10, 512, 11264, 100000000, 62053760, 37946240, 62, 0.13158, 0.84684, 0.84884, 99.76, 0.98042, 9.67696, 117807832
0.99, 1536, 512, 10, 512, 6656, 100000000, 67980960, 32019040, 67, 0.03956, 1.07149, 1.07372, 99.79, 1.11328, 9.86247, 93134320
0.99, 2047, 1, 10, 512, 2057, 100000000, 80339660, 19660340, 80, 0.09933, 2.35711, 2.35934, 99.91, 2.45867, 11.05417, 42384768
0.99, 1, 2047, 10, 1024, 20471, 100000000, 63145400, 36854600, 63, 0.04623, 0.85862, 0.86033, 99.80, 0.90656, 9.65002, 116235000
