zipfian_const, num_dpus, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}, send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], total_time, throughput
0, 2048, 10, 4, 20480, 50000000, 19542, 49980458, 0, 0.10037, 0.00273, 0.20782, 1.315, 0.30819, 240588192
0, 2048, 10, 8, 20480, 50000000, 39020, 49960980, 0, 0.07791, 0.00509, 0.17065, 2.984, 0.24856, 292995648
0, 2048, 10, 16, 20480, 50000000, 63504, 49936496, 0, 0.06449, 0.01155, 0.13848, 8.341, 0.20298, 361049920
0, 2048, 10, 32, 20480, 50000000, 102112, 49897888, 0, 0.07246, 0.01814, 0.13773, 13.172, 0.21020, 363015936
0, 2048, 10, 64, 20480, 50000000, 179818, 49820182, 0, 0.06865, 0.03161, 0.13771, 22.954, 0.20637, 363073920
0, 2048, 10, 128, 20480, 50000000, 335194, 49664806, 0, 0.07112, 0.04324, 0.13733, 31.486, 0.20845, 364091808
0, 2048, 10, 256, 20480, 50000000, 640154, 49359846, 1, 0.06770, 0.12072, 0.13722, 87.978, 0.20492, 364391648
0, 2048, 10, 512, 20480, 50000000, 1242036, 48757964, 2, 0.07195, 0.16458, 0.16528, 99.580, 0.23723, 302520640
0, 2048, 10, 1024, 20480, 50000000, 2400852, 47599148, 4, 0.06575, 0.27865, 0.27928, 99.774, 0.34503, 179028608
