zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}, send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%%], total_time, throughput
1.2, 1, 2047, 10, 1, 20471, 50000000, 1113560, 48886440, 0.79700, 0.15090, 42.50430, 0.355, 43.30130, 1176352
1.2, 4, 2044, 10, 1, 20444, 50000000, 1114880, 48885120, 0.68009, 0.13755, 33.94720, 0.405, 34.62729, 1472876
1.2, 16, 2032, 10, 1, 20336, 50000000, 1121400, 48878600, 0.57652, 0.15351, 16.16216, 0.950, 16.73868, 3093645
1.2, 64, 1984, 10, 1, 19904, 50000000, 1147060, 48852940, 0.21313, 0.13344, 3.66244, 3.644, 3.87557, 13652105
1.2, 256, 1792, 10, 1, 18176, 50000000, 1255460, 48744540, 0.27126, 0.16976, 0.62517, 27.154, 0.89643, 79978248
1.2, 1024, 1024, 10, 1, 11264, 50000000, 2026120, 47973880, 0.40242, 0.23127, 0.23195, 99.706, 0.63437, 215565552
1.2, 2047, 1, 10, 1, 2057, 50000000, 11022700, 38977300, 0.56905, 2.34157, 2.34245, 99.963, 2.91149, 21345208
1.2, 1, 2047, 10, 4, 20471, 50000000, 4436300, 45563700, 0.65646, 0.16029, 33.89082, 0.473, 34.54728, 1475326
1.2, 4, 2044, 10, 4, 20444, 50000000, 4441980, 45558020, 0.58799, 0.14658, 29.91240, 0.490, 30.50039, 1671548
1.2, 16, 2032, 10, 4, 20336, 50000000, 4465260, 45534740, 0.49732, 0.14954, 13.93709, 1.073, 14.43441, 3587549
1.2, 64, 1984, 10, 4, 19904, 50000000, 4560600, 45439400, 0.21950, 0.15980, 3.38955, 4.714, 3.60905, 14751212
1.2, 256, 1792, 10, 4, 18176, 50000000, 4993220, 45006780, 0.25323, 0.17163, 0.61538, 27.890, 0.86861, 81250872
1.2, 1024, 1024, 10, 4, 11264, 50000000, 8047040, 41952960, 0.39324, 0.26963, 0.27023, 99.778, 0.66347, 185029616
1.2, 2047, 1, 10, 4, 2057, 50000000, 21742960, 28257040, 0.28099, 2.24237, 2.24309, 99.968, 2.52408, 22290630
1.2, 1, 2047, 10, 16, 20471, 50000000, 13973800, 36026200, 0.51024, 0.17530, 16.11528, 1.088, 16.62552, 3102645
1.2, 4, 2044, 10, 16, 20444, 50000000, 13984540, 36015460, 0.50913, 0.19241, 13.93563, 1.381, 14.44477, 3587924
1.2, 16, 2032, 10, 16, 20336, 50000000, 14025840, 35974160, 0.37764, 0.19739, 8.55237, 2.308, 8.93001, 5846334
1.2, 64, 1984, 10, 16, 19904, 50000000, 14195200, 35804800, 0.14919, 0.16774, 2.79373, 6.004, 2.94292, 17897252
1.2, 256, 1792, 10, 16, 18176, 50000000, 14952300, 35047700, 0.12374, 0.20820, 0.58066, 35.855, 0.70441, 86108168
1.2, 1024, 1024, 10, 16, 11264, 50000000, 19117320, 30882680, 0.15782, 0.32930, 0.33007, 99.765, 0.48789, 151483008
1.2, 2047, 1, 10, 16, 2057, 50000000, 31303360, 18696640, 0.08234, 2.38953, 2.39034, 99.966, 2.47268, 20917526
1.2, 1, 2047, 10, 64, 20471, 50000000, 25309300, 24690700, 0.17791, 0.30252, 3.65094, 8.286, 3.82885, 13695096
1.2, 4, 2044, 10, 64, 20444, 50000000, 25319260, 24680740, 0.16955, 0.31789, 3.53102, 9.003, 3.70056, 14160226
1.2, 16, 2032, 10, 64, 20336, 50000000, 25356360, 24643640, 0.15027, 0.30047, 2.81871, 10.660, 2.96899, 17738580
1.2, 64, 1984, 10, 64, 19904, 50000000, 25511120, 24488880, 0.09223, 0.35453, 1.49373, 23.734, 1.58596, 33473320
1.2, 256, 1792, 10, 64, 18176, 50000000, 26169340, 23830660, 0.04518, 0.37384, 0.46607, 80.210, 0.51125, 107280024
1.2, 1024, 1024, 10, 64, 11264, 50000000, 29370020, 20629980, 0.03373, 0.45338, 0.45406, 99.851, 0.48779, 110117856
1.2, 2047, 1, 10, 64, 2057, 50000000, 38485940, 11514060, 0.02313, 2.53980, 2.54061, 99.968, 2.56374, 19680276
1.2, 1, 2047, 10, 256, 20471, 50000000, 33997280, 16002720, 0.04557, 0.40141, 0.64043, 62.678, 0.68600, 78072176
1.2, 4, 2044, 10, 256, 20444, 50000000, 34004240, 15995760, 0.04526, 0.38056, 0.63733, 59.713, 0.68259, 78452664
1.2, 16, 2032, 10, 256, 20336, 50000000, 34032560, 15967440, 0.04579, 0.38883, 0.60350, 64.430, 0.64928, 82850728
1.2, 64, 1984, 10, 256, 19904, 50000000, 34153080, 15846920, 0.04163, 0.42943, 0.47842, 89.762, 0.52005, 104511768
1.2, 256, 1792, 10, 256, 18176, 50000000, 34640640, 15359360, 0.02995, 0.42288, 0.42345, 99.866, 0.45340, 118077696
1.2, 1024, 1024, 10, 256, 11264, 50000000, 37037900, 12962100, 0.01480, 0.52515, 0.52583, 99.870, 0.54063, 95087408
1.2, 2047, 1, 10, 256, 2057, 50000000, 43720140, 6279860, 0.01097, 2.16386, 2.16466, 99.963, 2.17563, 23098282
