zipfian_const, num_dpus_redundant, num_dpus_multiple, num_tasklets, num_CPU_Trees, num_DPU_Trees, num_queries, num_reqs_for_cpu, num_reqs_for_dpu, num_reqs_{cpu/(cpu+dpu)}[%], send_time, execution_time_cpu, execution_time_cpu_and_dpu, exec_time_{cpu/(cpu&dpu)}[%], send_and_execution_time, total_time, throughput
1.2, 64, 1984, 10, 32, 19904, 100000000, 40287880, 59712120, 40, 0.28842, 0.68944, 4.69021, 14.70, 4.97863, 13.71411, 21321016
1.2, 256, 1792, 10, 32, 18176, 100000000, 41750160, 58249840, 41, 0.15941, 0.75468, 1.10387, 68.37, 1.26328, 10.04269, 90590136
1.2, 512, 1536, 10, 32, 15872, 100000000, 44051000, 55949000, 44, 0.16061, 0.79034, 0.79222, 99.76, 0.95283, 9.60730, 126226928
1.2, 1024, 1024, 10, 32, 11264, 100000000, 49264000, 50736000, 49, 0.18905, 1.00814, 1.01043, 99.77, 1.19948, 9.85768, 98967672
1.2, 1536, 512, 10, 32, 6656, 100000000, 56601020, 43398980, 56, 0.17627, 1.63980, 1.64209, 99.86, 1.81836, 10.63602, 60897968
1.2, 2047, 1, 10, 32, 2057, 100000000, 70345140, 29654860, 70, 0.36591, 5.78699, 5.78934, 99.96, 6.15525, 14.76731, 17273134
1.2, 1, 2047, 10, 64, 20471, 100000000, 50651240, 49348760, 50, 0.37442, 0.79440, 7.62238, 10.42, 7.99679, 16.97235, 13119266
1.2, 16, 2032, 10, 64, 20336, 100000000, 50745340, 49254660, 50, 0.33493, 0.82520, 5.82740, 14.16, 6.16233, 14.88112, 17160316
1.2, 64, 1984, 10, 64, 19904, 100000000, 51050460, 48949540, 51, 0.21711, 0.89672, 3.23121, 27.75, 3.44832, 12.36762, 30948188
1.2, 256, 1792, 10, 64, 18176, 100000000, 52366700, 47633300, 52, 0.10113, 0.96809, 1.01171, 95.69, 1.11283, 9.81956, 98842840
1.2, 512, 1536, 10, 64, 15872, 100000000, 54242980, 45757020, 54, 0.11359, 1.04378, 1.04549, 99.84, 1.15908, 9.79932, 95648560
1.2, 1024, 1024, 10, 64, 11264, 100000000, 58757700, 41242300, 58, 0.17066, 1.24712, 1.24940, 99.82, 1.42006, 10.15543, 80038488
1.2, 1536, 512, 10, 64, 6656, 100000000, 65092360, 34907640, 65, 0.12640, 1.76846, 1.77082, 99.87, 1.89722, 10.55203, 56471108
1.2, 2047, 1, 10, 64, 2057, 100000000, 76980520, 23019480, 76, 0.05271, 5.71978, 5.72230, 99.96, 5.77501, 14.33572, 17475482
1.2, 1, 2047, 10, 256, 20471, 100000000, 68016360, 31983640, 68, 0.10531, 1.13291, 1.39622, 81.14, 1.50153, 10.44697, 71621800
1.2, 16, 2032, 10, 256, 20336, 100000000, 68086700, 31913300, 68, 0.10120, 1.05629, 1.32275, 79.86, 1.42395, 10.21768, 75600136
1.2, 64, 1984, 10, 256, 19904, 100000000, 68321460, 31678540, 68, 0.09228, 1.01475, 1.07535, 94.36, 1.16762, 10.07769, 92993328
1.2, 256, 1792, 10, 256, 18176, 100000000, 69295220, 30704780, 69, 0.07885, 1.02201, 1.02418, 99.79, 1.10303, 10.05411, 97638616
1.2, 512, 1536, 10, 256, 15872, 100000000, 70717520, 29282480, 70, 0.04897, 1.05782, 1.05985, 99.81, 1.10882, 10.07505, 94352976
1.2, 1024, 1024, 10, 256, 11264, 100000000, 74089840, 25910160, 74, 0.13607, 1.38011, 1.38270, 99.81, 1.51876, 10.33722, 72322376
1.2, 1536, 512, 10, 256, 6656, 100000000, 78807320, 21192680, 78, 0.11469, 2.02288, 2.02512, 99.89, 2.13981, 10.96761, 49379812
1.2, 2047, 1, 10, 256, 2057, 100000000, 87450200, 12549800, 87, 0.09608, 5.32682, 5.32920, 99.96, 5.42528, 14.08193, 18764534
1.2, 1, 2047, 10, 512, 20471, 100000000, 74988640, 25011360, 74, 0.06215, 1.06536, 1.06713, 99.83, 1.12928, 9.92750, 93708856
1.2, 16, 2032, 10, 512, 20336, 100000000, 75050580, 24949420, 75, 0.06151, 1.02902, 1.03066, 99.84, 1.09217, 9.76889, 97024920
1.2, 64, 1984, 10, 512, 19904, 100000000, 75251360, 24748640, 75, 0.06350, 1.00067, 1.00243, 99.82, 1.06594, 9.89053, 99757192
1.2, 256, 1792, 10, 512, 18176, 100000000, 76088080, 23911920, 76, 0.04980, 0.98631, 0.98827, 99.80, 1.03807, 9.77658, 101187128
1.2, 512, 1536, 10, 512, 15872, 100000000, 77300640, 22699360, 77, 0.07815, 1.14726, 1.14927, 99.83, 1.22741, 9.93796, 87012056
1.2, 1024, 1024, 10, 512, 11264, 100000000, 80195640, 19804360, 80, 0.10138, 1.40995, 1.41225, 99.84, 1.51363, 10.45116, 70809096
1.2, 1536, 512, 10, 512, 6656, 100000000, 84214520, 15785480, 84, 0.03201, 1.89309, 1.89550, 99.87, 1.92751, 10.63056, 52756532
1.2, 2047, 1, 10, 512, 2057, 100000000, 91355560, 8644440, 91, 0.14019, 5.03087, 5.03354, 99.95, 5.17372, 13.74635, 19866748
1.2, 1, 2047, 10, 1024, 20471, 100000000, 80965380, 19034620, 80, 0.03793, 1.10838, 1.11021, 99.84, 1.14814, 10.00845, 90072968
1.2, 16, 2032, 10, 1024, 20336, 100000000, 81017600, 18982400, 81, 0.03891, 1.10845, 1.11017, 99.85, 1.14908, 9.82011, 90076056
1.2, 64, 1984, 10, 1024, 19904, 100000000, 81189020, 18810980, 81, 0.03915, 1.13174, 1.13348, 99.85, 1.17263, 9.84270, 88223944
1.2, 256, 1792, 10, 1024, 18176, 100000000, 81898680, 18101320, 81, 0.03821, 1.10239, 1.10411, 99.84, 1.14232, 9.90201, 90570840
1.2, 512, 1536, 10, 1024, 15872, 100000000, 82925920, 17074080, 82, 0.03341, 1.16962, 1.17155, 99.84, 1.20496, 9.96105, 85357080
1.2, 1024, 1024, 10, 1024, 11264, 100000000, 85386300, 14613700, 85, 0.02941, 1.45029, 1.45278, 99.83, 1.48218, 10.36480, 68833784
1.2, 1536, 512, 10, 1024, 6656, 100000000, 88733400, 11266600, 88, 0.08856, 1.92316, 1.92546, 99.88, 2.01402, 10.74477, 51935772
1.2, 2047, 1, 10, 1024, 2057, 100000000, 94415980, 5584020, 94, 0.38471, 4.10990, 4.11234, 99.94, 4.49705, 13.20356, 24317056
