
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.6, 2500, 24, 0, 1000000, 14624, 0.54881, 1.67557, 2.22439, 1.25411, 0.06322, 0.12137, 3.66308, 272994
0.6, 2500, 24, 1, 1000000, 13020, 0.54388, 1.67888, 2.22276, 0.10384, 0.05909, 0.10907, 2.49477, 400839
0.6, 2500, 24, 2, 1000000, 11315, 0.54956, 1.67631, 2.22587, 0.10843, 0.05290, 0.06167, 2.44887, 408352
0.6, 2500, 24, 3, 1000000, 9719, 0.54819, 1.66730, 2.21550, 0.10952, 0.04625, 0.05192, 2.42320, 412678
0.6, 2500, 24, 4, 1000000, 7944, 0.54679, 1.66519, 2.21198, 0.11070, 0.03748, 0.04446, 2.40462, 415866
0.6, 2500, 24, 5, 1000000, 6470, 0.54691, 1.66443, 2.21134, 0.10617, 0.03098, 0.04466, 2.39316, 417858
0.6, 2500, 24, 6, 1000000, 4857, 0.54934, 1.66216, 2.21149, 0.10480, 0.02455, 0.04104, 2.38189, 419835
0.6, 2500, 24, 7, 1000000, 3257, 0.54914, 1.66510, 2.21424, 0.11325, 0.01828, 0.03947, 2.38525, 419244
0.6, 2500, 24, 8, 1000000, 3185, 0.54863, 1.66221, 2.21084, 0.11744, 0.01803, 0.03848, 2.38478, 419326
0.6, 2500, 24, 9, 1000000, 3264, 0.54897, 1.67604, 2.22501, 0.10190, 0.01796, 0.04112, 2.38598, 419115
0.6, 2500, 24, 10, 1000000, 3358, 0.54895, 1.66856, 2.21751, 0.12292, 0.02033, 0.03862, 2.39937, 416776
0.6, 2500, 24, 11, 1000000, 3199, 0.54661, 1.66047, 2.20708, 0.11277, 0.01815, 0.04027, 2.37828, 420472
0.6, 2500, 24, 12, 1000000, 3197, 0.55000, 1.66509, 2.21509, 0.10570, 0.01761, 0.03759, 2.37598, 420878
0.6, 2500, 24, 13, 1000000, 3322, 0.54783, 1.66164, 2.20947, 0.10131, 0.01933, 0.03858, 2.36867, 422178
0.6, 2500, 24, 14, 1000000, 3307, 0.54973, 1.65480, 2.20453, 0.11417, 0.01815, 0.04211, 2.37896, 420352
0.6, 2500, 24, 15, 1000000, 3335, 0.54605, 1.66603, 2.21208, 0.11928, 0.01765, 0.03875, 2.38776, 418803
0.6, 2500, 24, 16, 1000000, 3289, 0.54758, 1.67420, 2.22178, 0.11310, 0.01844, 0.03773, 2.39105, 418227
0.6, 2500, 24, 17, 1000000, 3213, 0.54880, 1.66208, 2.21088, 0.11208, 0.01838, 0.03567, 2.37701, 420697
0.6, 2500, 24, 18, 1000000, 3340, 0.54490, 1.65320, 2.19810, 0.11161, 0.01906, 0.04055, 2.36932, 422063
0.6, 2500, 24, 19, 1000000, 3282, 0.54940, 1.65167, 2.20107, 0.11520, 0.02058, 0.03963, 2.37647, 420792
0.6, 2500, 24, total, 20000000, 44.27100, 44.27100, 44.27100,3.35828,0.55642, 0.98276, 49.16846, 406765
