
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.6, 2500, 24, 0, 1000000, 14624, 0.54528, 1.65573, 2.20101, 0.11361, 0.06324, 0.12140, 2.49927, 400117
0.6, 2500, 24, 1, 1000000, 13020, 0.54384, 1.65851, 2.20234, 0.02741, 0.05677, 0.12190, 2.40842, 415210
0.6, 2500, 24, 2, 1000000, 11315, 0.54531, 1.64809, 2.19340, 0.02731, 0.05122, 0.10962, 2.38155, 419894
0.6, 2500, 24, 3, 1000000, 9719, 0.54491, 1.65474, 2.19965, 0.02703, 0.04408, 0.10772, 2.37849, 420436
0.6, 2500, 24, 4, 1000000, 7944, 0.54663, 1.65915, 2.20577, 0.02974, 0.03874, 0.10049, 2.37474, 421099
0.6, 2500, 24, 5, 1000000, 6470, 0.54966, 1.66638, 2.21604, 0.02433, 0.03127, 0.09537, 2.36700, 422475
0.6, 2500, 24, 6, 1000000, 4857, 0.54566, 1.64759, 2.19325, 0.02482, 0.02592, 0.08584, 2.32983, 429215
0.6, 2500, 24, 7, 1000000, 4605, 0.54529, 1.65248, 2.19777, 0.02683, 0.02533, 0.08123, 2.33116, 428971
0.6, 2500, 24, 8, 1000000, 4206, 0.54483, 1.66201, 2.20684, 0.03019, 0.02283, 0.07760, 2.33746, 427815
0.6, 2500, 24, 9, 1000000, 3909, 0.54571, 1.65304, 2.19874, 0.02822, 0.02254, 0.07296, 2.32246, 430578
0.6, 2500, 24, 10, 1000000, 3803, 0.54509, 1.66010, 2.20519, 0.02745, 0.02162, 0.07255, 2.32680, 429774
0.6, 2500, 24, 11, 1000000, 3582, 0.54513, 1.65709, 2.20222, 0.02588, 0.01963, 0.06704, 2.31477, 432009
0.6, 2500, 24, 12, 1000000, 3418, 0.54664, 1.66262, 2.20926, 0.02321, 0.01928, 0.06488, 2.31663, 431662
0.6, 2500, 24, 13, 1000000, 3322, 0.54719, 1.65915, 2.20634, 0.02454, 0.01995, 0.06033, 2.31116, 432684
0.6, 2500, 24, 14, 1000000, 3307, 0.54506, 1.65035, 2.19542, 0.02806, 0.01961, 0.06015, 2.30323, 434172
0.6, 2500, 24, 15, 1000000, 3335, 0.54689, 1.66645, 2.21334, 0.02965, 0.01977, 0.05721, 2.31997, 431041
0.6, 2500, 24, 16, 1000000, 3289, 0.54592, 1.67673, 2.22264, 0.03130, 0.01775, 0.05700, 2.32869, 429425
0.6, 2500, 24, 17, 1000000, 3213, 0.54801, 1.65012, 2.19813, 0.02852, 0.01820, 0.05839, 2.30324, 434172
0.6, 2500, 24, 18, 1000000, 3340, 0.54760, 1.65334, 2.20094, 0.03047, 0.01991, 0.05665, 2.30797, 433281
0.6, 2500, 24, 19, 1000000, 3282, 0.54492, 1.66242, 2.20733, 0.03061, 0.01885, 0.05668, 2.31348, 432249
0.6, 2500, 24, total, 20000000, 44.07562, 44.07562, 44.07562,0.63917,0.57649, 1.58504, 46.87632, 426655
