
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
1.2, 2500, 24, 0, 1000000, 162996, 0.45994, 1.56099, 2.02093, 0.38576, 0.28673, 2.96456, 5.65798, 176742
1.2, 2500, 24, 1, 1000000, 145068, 0.46867, 1.56345, 2.03212, 0.01423, 0.27438, 2.63870, 4.95943, 201636
1.2, 2500, 24, 2, 1000000, 127177, 0.45880, 1.54418, 2.00298, 0.01506, 0.27270, 0.52706, 2.81780, 354887
1.2, 2500, 24, 3, 1000000, 109358, 0.45833, 1.55643, 2.01476, 0.01555, 0.25254, 0.46928, 2.75213, 363355
1.2, 2500, 24, 4, 1000000, 90674, 0.45895, 1.55880, 2.01776, 0.01602, 0.25034, 0.46679, 2.75090, 363517
1.2, 2500, 24, 5, 1000000, 72502, 0.46004, 1.54275, 2.00279, 0.01654, 0.22943, 0.41616, 2.66492, 375246
1.2, 2500, 24, 6, 1000000, 54505, 0.45886, 1.55875, 2.01761, 0.01563, 0.19053, 0.40607, 2.62985, 380250
1.2, 2500, 24, 7, 1000000, 36370, 0.45962, 1.55478, 2.01441, 0.01641, 0.14999, 0.36203, 2.54284, 393261
1.2, 2500, 24, 8, 1000000, 36387, 0.45705, 1.54909, 2.00613, 0.01485, 0.14995, 0.32355, 2.49449, 400884
1.2, 2500, 24, 9, 1000000, 36111, 0.45921, 1.54648, 2.00570, 0.01494, 0.14115, 0.27211, 2.43389, 410865
1.2, 2500, 24, 10, 1000000, 36389, 0.45756, 1.54994, 2.00749, 0.01704, 0.14854, 0.24503, 2.41810, 413547
1.2, 2500, 24, 11, 1000000, 36161, 0.46030, 1.56134, 2.02164, 0.01616, 0.14420, 0.22070, 2.40270, 416199
1.2, 2500, 24, 12, 1000000, 36551, 0.45796, 1.56136, 2.01932, 0.01424, 0.14666, 0.18842, 2.36864, 422183
1.2, 2500, 24, 13, 1000000, 36253, 0.46057, 1.55432, 2.01489, 0.01639, 0.14973, 0.19069, 2.37170, 421639
1.2, 2500, 24, 14, 1000000, 36699, 0.45958, 1.54794, 2.00752, 0.01524, 0.15066, 0.16525, 2.33867, 427594
1.2, 2500, 24, 15, 1000000, 36494, 0.45802, 1.54502, 2.00305, 0.01581, 0.15274, 0.15916, 2.33076, 429045
1.2, 2500, 24, 16, 1000000, 36408, 0.45837, 1.55193, 2.01030, 0.01493, 0.14327, 0.14913, 2.31764, 431474
1.2, 2500, 24, 17, 1000000, 36486, 0.45707, 1.55284, 2.00991, 0.01681, 0.14381, 0.13628, 2.30680, 433501
1.2, 2500, 24, 18, 1000000, 36284, 0.45916, 1.56454, 2.02370, 0.01586, 0.14420, 0.13102, 2.31477, 432009
1.2, 2500, 24, 19, 1000000, 36246, 0.45915, 1.55082, 2.00997, 0.01528, 0.15565, 0.12256, 2.30347, 434127
1.2, 2500, 24, total, 20000000, 40.26295, 40.26295, 40.26295,0.68275,3.67720, 10.55456, 55.17746, 362467
