
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.99, 2500, 24, 0, 1000000, 86304, 0.50483, 1.59037, 2.09520, 0.10280, 0.26210, 1.56954, 4.02964, 248161
0.99, 2500, 24, 1, 1000000, 76908, 0.49242, 1.58575, 2.07817, 0.00411, 0.23133, 1.40621, 3.71981, 268831
0.99, 2500, 24, 2, 1000000, 67376, 0.48583, 1.58354, 2.06937, 0.00389, 0.22025, 1.28219, 3.57570, 279666
0.99, 2500, 24, 3, 1000000, 59309, 0.49279, 1.58657, 2.07936, 0.00413, 0.20951, 1.28655, 3.57956, 279364
0.99, 2500, 24, 4, 1000000, 57635, 0.48542, 1.59476, 2.08018, 0.00355, 0.19704, 1.18617, 3.46694, 288439
0.99, 2500, 24, 5, 1000000, 49526, 0.49315, 1.58773, 2.08088, 0.00384, 0.18463, 1.17025, 3.43960, 290732
0.99, 2500, 24, 6, 1000000, 48092, 0.48634, 1.59141, 2.07775, 0.00273, 0.17841, 0.89856, 3.15745, 316711
0.99, 2500, 24, 7, 1000000, 42799, 0.49233, 1.57328, 2.06561, 0.00386, 0.16147, 0.83776, 3.06871, 325870
0.99, 2500, 24, 8, 1000000, 40032, 0.48538, 1.59641, 2.08179, 0.00395, 0.15975, 0.83874, 3.08424, 324229
0.99, 2500, 24, 9, 1000000, 38993, 0.49263, 1.57689, 2.06952, 0.00361, 0.16088, 0.84660, 3.08061, 324611
0.99, 2500, 24, 10, 1000000, 37853, 0.48651, 1.58989, 2.07640, 0.00298, 0.15508, 0.71847, 2.95294, 338646
0.99, 2500, 24, 11, 1000000, 34661, 0.49965, 1.57673, 2.07638, 0.00395, 0.13736, 0.63598, 2.85367, 350426
0.99, 2500, 24, 12, 1000000, 34157, 0.48558, 1.59250, 2.07809, 0.00411, 0.14220, 0.65046, 2.87486, 347843
0.99, 2500, 24, 13, 1000000, 33304, 0.49269, 1.58601, 2.07870, 0.00397, 0.14275, 0.65077, 2.87618, 347683
0.99, 2500, 24, 14, 1000000, 30602, 0.48584, 1.58557, 2.07141, 0.00333, 0.12922, 0.56576, 2.76972, 361048
0.99, 2500, 24, 15, 1000000, 28967, 0.49317, 1.57693, 2.07010, 0.00362, 0.11665, 0.56556, 2.75593, 362854
0.99, 2500, 24, 16, 1000000, 28769, 0.48701, 1.60013, 2.08714, 0.00358, 0.12160, 0.56367, 2.77599, 360232
0.99, 2500, 24, 17, 1000000, 28020, 0.49386, 1.59324, 2.08710, 0.00412, 0.11585, 0.56848, 2.77554, 360290
0.99, 2500, 24, 18, 1000000, 26588, 0.48680, 1.58748, 2.07428, 0.00315, 0.10991, 0.49177, 2.67911, 373259
0.99, 2500, 24, 19, 1000000, 26553, 0.49362, 1.59166, 2.08528, 0.00393, 0.11496, 0.48434, 2.68851, 371954
0.99, 2500, 24, total, 20000000, 41.56270, 41.56270, 41.56270,0.17320,3.25095, 17.21784, 62.20469, 321519
