
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.4, 2500, 24, 0, 1000000, 4867, 0.57121, 1.68440, 2.25560, 7.24961, 0.02598, 0.09022, 9.62140, 103935
0.4, 2500, 24, 1, 1000000, 4295, 0.56534, 1.69190, 2.25724, 0.68590, 0.02244, 0.07988, 3.04546, 328358
0.4, 2500, 24, 2, 1000000, 3740, 0.56952, 1.68397, 2.25349, 0.65059, 0.01881, 0.06949, 2.99238, 334183
0.4, 2500, 24, 3, 1000000, 3117, 0.56839, 1.69796, 2.26635, 0.68038, 0.01715, 0.05905, 3.02292, 330806
0.4, 2500, 24, 4, 1000000, 2654, 0.56874, 1.68777, 2.25651, 0.69638, 0.01630, 0.05060, 3.01978, 331150
0.4, 2500, 24, 5, 1000000, 2185, 0.56803, 1.67520, 2.24323, 0.67056, 0.01354, 0.04786, 2.97519, 336113
0.4, 2500, 24, 6, 1000000, 1514, 0.56756, 1.68814, 2.25570, 0.68097, 0.00909, 0.04451, 2.99026, 334419
0.4, 2500, 24, 7, 1000000, 1047, 0.56995, 1.68134, 2.25129, 0.72796, 0.00685, 0.02418, 3.01028, 332194
0.4, 2500, 24, 8, 1000000, 1074, 0.56867, 1.67741, 2.24608, 0.77793, 0.00721, 0.02632, 3.05755, 327060
0.4, 2500, 24, 9, 1000000, 1159, 0.56723, 1.68710, 2.25434, 0.76185, 0.00767, 0.02523, 3.04909, 327967
0.4, 2500, 24, 10, 1000000, 1052, 0.57135, 1.68712, 2.25847, 0.73581, 0.00758, 0.02438, 3.02624, 330443
0.4, 2500, 24, 11, 1000000, 1121, 0.56874, 1.68336, 2.25210, 0.71565, 0.00740, 0.02615, 3.00129, 333190
0.4, 2500, 24, 12, 1000000, 1045, 0.56713, 1.68557, 2.25270, 0.70230, 0.00709, 0.02347, 2.98556, 334945
0.4, 2500, 24, 13, 1000000, 1060, 0.56751, 1.69721, 2.26472, 0.67031, 0.00691, 0.02711, 2.96905, 336808
0.4, 2500, 24, 14, 1000000, 1075, 0.56984, 1.67263, 2.24247, 0.64620, 0.00692, 0.02380, 2.91939, 342538
0.4, 2500, 24, 15, 1000000, 1042, 0.56599, 1.68052, 2.24650, 0.57687, 0.00695, 0.02591, 2.85624, 350111
0.4, 2500, 24, 16, 1000000, 1087, 0.57513, 1.69362, 2.26876, 0.61629, 0.00734, 0.02401, 2.91640, 342889
0.4, 2500, 24, 17, 1000000, 1059, 0.56619, 1.67073, 2.23692, 0.62008, 0.00711, 0.02588, 2.89000, 346021
0.4, 2500, 24, 18, 1000000, 1070, 0.56963, 1.67334, 2.24296, 0.37690, 0.00718, 0.02604, 2.65308, 376920
0.4, 2500, 24, 19, 1000000, 1091, 0.56761, 1.68897, 2.25658, 0.29822, 0.00737, 0.02577, 2.58794, 386408
0.4, 2500, 24, total, 20000000, 45.06202, 45.06202, 45.06202,19.54074,0.21690, 0.76985, 65.58949, 304927
