
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
1.2, 2500, 24, 0, 1000000, 162996, 0.45983, 1.54688, 2.00671, 7.10521, 0.28519, 2.96444, 12.36155, 80896
1.2, 2500, 24, 1, 1000000, 145068, 0.45700, 1.55717, 2.01416, 0.32374, 0.28964, 2.63872, 5.26626, 189888
1.2, 2500, 24, 2, 1000000, 127177, 0.46046, 1.55576, 2.01622, 0.32322, 0.27959, 0.47137, 3.09039, 323583
1.2, 2500, 24, 3, 1000000, 109358, 0.46009, 1.55088, 2.01097, 0.32357, 0.25783, 0.40283, 2.99521, 333867
1.2, 2500, 24, 4, 1000000, 90674, 0.46026, 1.56933, 2.02959, 0.33035, 0.26225, 0.35524, 2.97743, 335860
1.2, 2500, 24, 5, 1000000, 72502, 0.46445, 1.56352, 2.02797, 0.33791, 0.22994, 0.33053, 2.92635, 341723
1.2, 2500, 24, 6, 1000000, 54505, 0.45965, 1.56274, 2.02238, 0.33093, 0.19267, 0.32210, 2.86808, 348665
1.2, 2500, 24, 7, 1000000, 36370, 0.45867, 1.56344, 2.02211, 0.33384, 0.14753, 0.05509, 2.55857, 390843
1.2, 2500, 24, 8, 1000000, 36387, 0.45872, 1.56092, 2.01964, 0.34163, 0.14543, 0.05466, 2.56136, 390417
1.2, 2500, 24, 9, 1000000, 36111, 0.45895, 1.56274, 2.02169, 0.33526, 0.15450, 0.05506, 2.56651, 389634
1.2, 2500, 24, 10, 1000000, 36389, 0.45939, 1.54891, 2.00830, 0.34258, 0.14487, 0.05447, 2.55023, 392122
1.2, 2500, 24, 11, 1000000, 36161, 0.46027, 1.55712, 2.01739, 0.34990, 0.14167, 0.05707, 2.56603, 389707
1.2, 2500, 24, 12, 1000000, 36551, 0.45943, 1.55939, 2.01882, 0.35794, 0.14730, 0.05492, 2.57898, 387751
1.2, 2500, 24, 13, 1000000, 36253, 0.46105, 1.55673, 2.01778, 0.35826, 0.14103, 0.05463, 2.57170, 388848
1.2, 2500, 24, 14, 1000000, 36699, 0.45926, 1.55243, 2.01169, 0.37384, 0.14683, 0.05605, 2.58842, 386336
1.2, 2500, 24, 15, 1000000, 36494, 0.45988, 1.56046, 2.02034, 0.37680, 0.14917, 0.05475, 2.60106, 384458
1.2, 2500, 24, 16, 1000000, 36408, 0.46058, 1.56403, 2.02461, 0.38623, 0.15040, 0.05431, 2.61555, 382329
1.2, 2500, 24, 17, 1000000, 36486, 0.46051, 1.55832, 2.01883, 0.38803, 0.14258, 0.05450, 2.60394, 384034
1.2, 2500, 24, 18, 1000000, 36284, 0.46250, 1.55184, 2.01433, 0.37520, 0.15581, 0.05514, 2.60048, 384544
1.2, 2500, 24, 19, 1000000, 36246, 0.47560, 1.55944, 2.03504, 0.37011, 0.14815, 0.05480, 2.60810, 383421
1.2, 2500, 24, total, 20000000, 40.37857, 40.37857, 40.37857,13.76457,3.71238, 8.20068, 66.05621, 302772
