
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.99, 2500, 24, 0, 1000000, 86304, 0.48379, 1.58583, 2.06962, 0.84058, 0.25117, 1.56955, 4.73092, 211375
0.99, 2500, 24, 1, 1000000, 76908, 0.48386, 1.59202, 2.07588, 0.03477, 0.23872, 1.40632, 3.75570, 266262
0.99, 2500, 24, 2, 1000000, 67376, 0.48506, 1.58971, 2.07476, 0.03683, 0.22571, 1.22557, 3.56288, 280672
0.99, 2500, 24, 3, 1000000, 57884, 0.48523, 1.59783, 2.08306, 0.03716, 0.20094, 1.05719, 3.37835, 296003
0.99, 2500, 24, 4, 1000000, 47882, 0.48471, 1.60035, 2.08505, 0.03562, 0.18748, 0.16537, 2.47352, 404283
0.99, 2500, 24, 5, 1000000, 38456, 0.48530, 1.59257, 2.07787, 0.03707, 0.15409, 0.15395, 2.42298, 412716
0.99, 2500, 24, 6, 1000000, 28768, 0.49014, 1.68349, 2.17363, 0.03565, 0.09956, 0.15967, 2.46850, 405104
0.99, 2500, 24, 7, 1000000, 19460, 0.48434, 1.59488, 2.07922, 0.03604, 0.08411, 0.13492, 2.33430, 428395
0.99, 2500, 24, 8, 1000000, 19403, 0.48888, 1.58988, 2.07876, 0.03974, 0.08192, 0.12474, 2.32516, 430079
0.99, 2500, 24, 9, 1000000, 19486, 0.48489, 1.59862, 2.08351, 0.03774, 0.08565, 0.11219, 2.31909, 431203
0.99, 2500, 24, 10, 1000000, 18990, 0.48510, 1.58507, 2.07017, 0.03792, 0.08150, 0.09885, 2.28844, 436979
0.99, 2500, 24, 11, 1000000, 19150, 0.48819, 1.60326, 2.09145, 0.03569, 0.08113, 0.10141, 2.30968, 432960
0.99, 2500, 24, 12, 1000000, 19464, 0.48456, 1.59758, 2.08214, 0.03835, 0.08343, 0.10197, 2.30589, 433672
0.99, 2500, 24, 13, 1000000, 19180, 0.48447, 1.59345, 2.07793, 0.03707, 0.07974, 0.09576, 2.29049, 436587
0.99, 2500, 24, 14, 1000000, 19269, 0.48342, 1.59280, 2.07622, 0.03805, 0.08156, 0.10321, 2.29904, 434964
0.99, 2500, 24, 15, 1000000, 19265, 0.48443, 1.60173, 2.08616, 0.03366, 0.08214, 0.10012, 2.30207, 434391
0.99, 2500, 24, 16, 1000000, 19181, 0.48805, 1.59735, 2.08540, 0.03564, 0.08018, 0.09752, 2.29874, 435021
0.99, 2500, 24, 17, 1000000, 19420, 0.48487, 1.59069, 2.07556, 0.03513, 0.08168, 0.09465, 2.28702, 437250
0.99, 2500, 24, 18, 1000000, 19209, 0.48373, 1.59588, 2.07960, 0.03686, 0.08278, 0.09585, 2.29509, 435713
0.99, 2500, 24, 19, 1000000, 19228, 0.48394, 1.59514, 2.07908, 0.03620, 0.08397, 0.10026, 2.29951, 434875
0.99, 2500, 24, total, 20000000, 41.68507, 41.68507, 41.68507,1.53577,2.42748, 7.09904, 52.74735, 379166
