
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0, 2500, 24, 0, 1000000, 711, 0.57636, 1.69839, 2.27475, 0.10272, 0.00541, 0.01357, 2.39645, 417283
0, 2500, 24, 1, 1000000, 667, 0.57624, 1.68582, 2.26206, 0.00984, 0.00529, 0.01777, 2.29496, 435738
0, 2500, 24, 2, 1000000, 548, 0.57872, 1.68544, 2.26416, 0.00347, 0.00491, 0.01096, 2.28350, 437924
0, 2500, 24, 3, 1000000, 497, 0.57712, 1.68208, 2.25920, 0.00354, 0.00428, 0.01023, 2.27725, 439126
0, 2500, 24, 4, 1000000, 492, 0.57566, 1.69018, 2.26585, 0.01012, 0.00446, 0.01163, 2.29206, 436289
0, 2500, 24, 5, 1000000, 483, 0.57774, 1.68841, 2.26615, 0.01023, 0.00375, 0.01031, 2.29044, 436598
0, 2500, 24, 6, 1000000, 498, 0.57681, 1.68992, 2.26673, 0.01000, 0.00394, 0.01133, 2.29199, 436302
0, 2500, 24, 7, 1000000, 485, 0.57634, 1.67897, 2.25531, 0.01034, 0.00467, 0.01101, 2.28134, 438340
0, 2500, 24, 8, 1000000, 507, 0.57362, 1.69720, 2.27082, 0.01820, 0.00405, 0.01113, 2.30420, 433991
0, 2500, 24, 9, 1000000, 512, 0.57609, 1.69299, 2.26908, 0.00355, 0.00453, 0.01194, 2.28910, 436853
0, 2500, 24, 10, 1000000, 504, 0.57823, 1.68499, 2.26322, 0.01038, 0.00393, 0.01109, 2.28862, 436944
0, 2500, 24, 11, 1000000, 496, 0.57336, 1.68283, 2.25619, 0.01005, 0.00393, 0.01235, 2.28251, 438115
0, 2500, 24, 12, 1000000, 492, 0.57419, 1.68385, 2.25803, 0.00964, 0.00386, 0.01594, 2.28748, 437163
0, 2500, 24, 13, 1000000, 483, 0.57451, 1.69741, 2.27192, 0.01143, 0.00365, 0.01164, 2.29864, 435040
0, 2500, 24, 14, 1000000, 513, 0.57573, 1.68375, 2.25948, 0.01028, 0.00459, 0.01133, 2.28568, 437508
0, 2500, 24, 15, 1000000, 511, 0.57387, 1.68137, 2.25524, 0.01001, 0.00435, 0.01063, 2.28023, 438552
0, 2500, 24, 16, 1000000, 517, 0.57582, 1.68287, 2.25870, 0.01889, 0.00428, 0.01317, 2.29504, 435722
0, 2500, 24, 17, 1000000, 492, 0.57750, 1.70396, 2.28146, 0.01031, 0.00424, 0.01067, 2.30668, 433524
0, 2500, 24, 18, 1000000, 501, 0.57594, 1.68421, 2.26015, 0.01703, 0.00420, 0.01168, 2.29306, 436098
0, 2500, 24, 19, 1000000, 500, 0.57493, 1.68409, 2.25902, 0.01036, 0.00437, 0.01107, 2.28482, 437671
0, 2500, 24, total, 20000000, 45.27751, 45.27751, 45.27751,0.30040,0.08667, 0.23946, 45.90404, 435692
