
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.4, 2500, 24, 0, 1000000, 4867, 0.59101, 1.68827, 2.27928, 0.07456, 0.02640, 0.09022, 2.47047, 404782
0.4, 2500, 24, 1, 1000000, 4295, 0.57649, 1.67590, 2.25240, 0.00708, 0.02267, 0.08047, 2.36261, 423261
0.4, 2500, 24, 2, 1000000, 4206, 0.56759, 1.68772, 2.25531, 0.00817, 0.02188, 0.08229, 2.36764, 422361
0.4, 2500, 24, 3, 1000000, 3712, 0.57644, 1.68346, 2.25990, 0.00781, 0.01998, 0.07704, 2.36472, 422884
0.4, 2500, 24, 4, 1000000, 3701, 0.56709, 1.67037, 2.23746, 0.00808, 0.01984, 0.07572, 2.34110, 427150
0.4, 2500, 24, 5, 1000000, 3553, 0.57499, 1.67926, 2.25425, 0.00354, 0.02017, 0.07329, 2.35125, 425306
0.4, 2500, 24, 6, 1000000, 3435, 0.57284, 1.69044, 2.26328, 0.00738, 0.01802, 0.06388, 2.35256, 425070
0.4, 2500, 24, 7, 1000000, 3222, 0.57954, 1.68531, 2.26485, 0.00748, 0.01945, 0.06142, 2.35320, 424954
0.4, 2500, 24, 8, 1000000, 3195, 0.57125, 1.68493, 2.25618, 0.00344, 0.01811, 0.05944, 2.33717, 427868
0.4, 2500, 24, 9, 1000000, 3068, 0.57812, 1.68622, 2.26435, 0.00625, 0.01806, 0.05745, 2.34610, 426239
0.4, 2500, 24, 10, 1000000, 3079, 0.57006, 1.68376, 2.25381, 0.00660, 0.01743, 0.05656, 2.33441, 428374
0.4, 2500, 24, 11, 1000000, 3075, 0.60057, 1.67329, 2.27385, 0.00346, 0.01708, 0.05932, 2.35372, 424859
0.4, 2500, 24, 12, 1000000, 2930, 0.58727, 1.88405, 2.47132, 0.00762, 0.01522, 0.05297, 2.54713, 392599
0.4, 2500, 24, 13, 1000000, 2863, 0.58432, 1.69302, 2.27734, 0.00689, 0.01601, 0.05368, 2.35393, 424822
0.4, 2500, 24, 14, 1000000, 2741, 0.56967, 1.67648, 2.24615, 0.00737, 0.01570, 0.05207, 2.32129, 430795
0.4, 2500, 24, 15, 1000000, 2698, 0.57738, 1.68001, 2.25739, 0.00357, 0.01606, 0.05040, 2.32741, 429661
0.4, 2500, 24, 16, 1000000, 2680, 0.56731, 1.69770, 2.26501, 0.00791, 0.01540, 0.04790, 2.33622, 428042
0.4, 2500, 24, 17, 1000000, 2662, 0.57930, 1.68911, 2.26840, 0.00710, 0.01524, 0.04936, 2.34011, 427330
0.4, 2500, 24, 18, 1000000, 2560, 0.57123, 1.68207, 2.25330, 0.00744, 0.01457, 0.04995, 2.32526, 430060
0.4, 2500, 24, 19, 1000000, 2555, 0.57921, 1.69165, 2.27086, 0.00346, 0.01473, 0.04879, 2.33784, 427745
0.4, 2500, 24, total, 20000000, 45.42470, 45.42470, 45.42470,0.19522,0.36200, 1.24221, 47.22412, 423512
