
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.4, 2500, 24, 0, 1000000, 4867, 0.57109, 1.68950, 2.26059, 0.28520, 0.02541, 0.09023, 2.66144, 375737
0.4, 2500, 24, 1, 1000000, 4295, 0.56679, 1.69471, 2.26149, 0.03794, 0.02307, 0.07989, 2.40239, 416252
0.4, 2500, 24, 2, 1000000, 3740, 0.56732, 1.69437, 2.26169, 0.03477, 0.02121, 0.06947, 2.38714, 418911
0.4, 2500, 24, 3, 1000000, 3117, 0.57223, 1.67911, 2.25134, 0.03477, 0.01750, 0.05902, 2.36263, 423257
0.4, 2500, 24, 4, 1000000, 2654, 0.56731, 1.68509, 2.25240, 0.03449, 0.01562, 0.05057, 2.35308, 424975
0.4, 2500, 24, 5, 1000000, 2190, 0.56789, 1.67540, 2.24329, 0.03541, 0.01332, 0.04788, 2.33989, 427370
0.4, 2500, 24, 6, 1000000, 2070, 0.56897, 1.69559, 2.26456, 0.03501, 0.01270, 0.04597, 2.35824, 424046
0.4, 2500, 24, 7, 1000000, 2011, 0.57016, 1.68687, 2.25703, 0.03382, 0.01180, 0.03795, 2.34060, 427241
0.4, 2500, 24, 8, 1000000, 1904, 0.56800, 1.68627, 2.25427, 0.03126, 0.01123, 0.03544, 2.33220, 428780
0.4, 2500, 24, 9, 1000000, 1851, 0.56868, 1.69315, 2.26182, 0.03478, 0.01076, 0.03587, 2.34324, 426760
0.4, 2500, 24, 10, 1000000, 1771, 0.57108, 1.67961, 2.25070, 0.02865, 0.01076, 0.03409, 2.32420, 430256
0.4, 2500, 24, 11, 1000000, 1718, 0.56979, 1.68121, 2.25099, 0.03190, 0.01066, 0.03170, 2.32525, 430061
0.4, 2500, 24, 12, 1000000, 1655, 0.56722, 1.69203, 2.25925, 0.03380, 0.01038, 0.03097, 2.33439, 428378
0.4, 2500, 24, 13, 1000000, 1608, 0.57004, 1.69372, 2.26376, 0.02758, 0.00974, 0.03079, 2.33187, 428840
0.4, 2500, 24, 14, 1000000, 1567, 0.57087, 1.68978, 2.26065, 0.03204, 0.00961, 0.02991, 2.33220, 428780
0.4, 2500, 24, 15, 1000000, 1523, 0.56776, 1.68806, 2.25582, 0.03760, 0.00952, 0.02888, 2.33182, 428850
0.4, 2500, 24, 16, 1000000, 1514, 0.56849, 1.69471, 2.26320, 0.03619, 0.00996, 0.02952, 2.33888, 427556
0.4, 2500, 24, 17, 1000000, 1463, 0.57083, 1.69289, 2.26373, 0.03235, 0.00919, 0.02833, 2.33360, 428522
0.4, 2500, 24, 18, 1000000, 1451, 0.56693, 1.67283, 2.23976, 0.02981, 0.00859, 0.02809, 2.30624, 433606
0.4, 2500, 24, 19, 1000000, 1454, 0.56673, 1.70344, 2.27017, 0.02896, 0.00993, 0.02794, 2.33700, 427899
0.4, 2500, 24, total, 20000000, 45.14651, 45.14651, 45.14651,0.91632,0.26095, 0.85251, 47.17630, 423942
