
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0, 2500, 24, 0, 1000000, 711, 0.58398, 1.69642, 2.28040, 0.64160, 0.00551, 0.01351, 2.94102, 340018
0, 2500, 24, 1, 1000000, 667, 0.58451, 1.69624, 2.28075, 0.05360, 0.00487, 0.01304, 2.35226, 425124
0, 2500, 24, 2, 1000000, 548, 0.58269, 1.70848, 2.29117, 0.12067, 0.00422, 0.01091, 2.42697, 412036
0, 2500, 24, 3, 1000000, 491, 0.58184, 1.69897, 2.28080, 0.09475, 0.00401, 0.01132, 2.39088, 418257
0, 2500, 24, 4, 1000000, 477, 0.58234, 1.69614, 2.27848, 0.07357, 0.00378, 0.01159, 2.36743, 422400
0, 2500, 24, 5, 1000000, 479, 0.58262, 1.71028, 2.29290, 0.10773, 0.00388, 0.01065, 2.41517, 414050
0, 2500, 24, 6, 1000000, 492, 0.58309, 1.69218, 2.27527, 0.09666, 0.00421, 0.01131, 2.38745, 418857
0, 2500, 24, 7, 1000000, 485, 0.58035, 1.68805, 2.26839, 0.12031, 0.00410, 0.01189, 2.40470, 415853
0, 2500, 24, 8, 1000000, 478, 0.58092, 1.69640, 2.27732, 0.13565, 0.00449, 0.01110, 2.42856, 411767
0, 2500, 24, 9, 1000000, 491, 0.58087, 1.68899, 2.26985, 0.07527, 0.00384, 0.01104, 2.36000, 423728
0, 2500, 24, 10, 1000000, 474, 0.57927, 1.70281, 2.28209, 0.09299, 0.00371, 0.01177, 2.39056, 418313
0, 2500, 24, 11, 1000000, 491, 0.58075, 1.70678, 2.28752, 0.13296, 0.00417, 0.01119, 2.43585, 410534
0, 2500, 24, 12, 1000000, 459, 0.58090, 1.71155, 2.29244, 0.11069, 0.00364, 0.01070, 2.41747, 413655
0, 2500, 24, 13, 1000000, 476, 0.58295, 1.69479, 2.27774, 0.18303, 0.00373, 0.01098, 2.47548, 403962
0, 2500, 24, 14, 1000000, 467, 0.57833, 1.68873, 2.26706, 0.12096, 0.00394, 0.01163, 2.40358, 416046
0, 2500, 24, 15, 1000000, 485, 0.57967, 1.70081, 2.28048, 0.13173, 0.00400, 0.01310, 2.42932, 411638
0, 2500, 24, 16, 1000000, 462, 0.57927, 1.70000, 2.27927, 0.10863, 0.00503, 0.01162, 2.40456, 415876
0, 2500, 24, 17, 1000000, 473, 0.58044, 1.70329, 2.28373, 0.13907, 0.00372, 0.01116, 2.43769, 410225
0, 2500, 24, 18, 1000000, 481, 0.58218, 1.69823, 2.28040, 0.12001, 0.00408, 0.01146, 2.41596, 413915
0, 2500, 24, 19, 1000000, 464, 0.58114, 1.70125, 2.28239, 0.14829, 0.00385, 0.01084, 2.44538, 408934
0, 2500, 24, total, 20000000, 45.60847, 45.60847, 45.60847,2.80819,0.08278, 0.23083, 48.73027, 410422
