
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
1.2, 2500, 24, 0, 1000000, 162996, 0.47057, 1.56644, 2.03701, 3.60874, 0.29039, 2.96447, 8.90060, 112352
1.2, 2500, 24, 1, 1000000, 145068, 0.46006, 1.55366, 2.01371, 0.16038, 0.27217, 2.63859, 5.08486, 196662
1.2, 2500, 24, 2, 1000000, 127177, 0.46730, 1.56536, 2.03266, 0.16118, 0.26473, 0.47144, 2.93001, 341296
1.2, 2500, 24, 3, 1000000, 109358, 0.46237, 1.56472, 2.02709, 0.16001, 0.25816, 0.40283, 2.84809, 351112
1.2, 2500, 24, 4, 1000000, 90674, 0.47362, 1.56270, 2.03632, 0.16173, 0.25733, 0.35528, 2.81067, 355787
1.2, 2500, 24, 5, 1000000, 72502, 0.46273, 1.55470, 2.01743, 0.16331, 0.22853, 0.33018, 2.73946, 365036
1.2, 2500, 24, 6, 1000000, 54505, 0.46236, 1.56025, 2.02261, 0.16438, 0.20265, 0.32138, 2.71103, 368864
1.2, 2500, 24, 7, 1000000, 36370, 0.46164, 1.57241, 2.03405, 0.16085, 0.14329, 0.05488, 2.39306, 417875
1.2, 2500, 24, 8, 1000000, 36387, 0.46098, 1.56946, 2.03043, 0.16059, 0.15092, 0.05466, 2.39661, 417256
1.2, 2500, 24, 9, 1000000, 36111, 0.46087, 1.56319, 2.02406, 0.16331, 0.14898, 0.05482, 2.39118, 418204
1.2, 2500, 24, 10, 1000000, 36389, 0.46109, 1.56338, 2.02447, 0.16702, 0.14677, 0.05438, 2.39265, 417947
1.2, 2500, 24, 11, 1000000, 36161, 0.48975, 1.69676, 2.18651, 0.16329, 0.13265, 0.05709, 2.53954, 393771
1.2, 2500, 24, 12, 1000000, 36551, 0.46096, 1.56437, 2.02533, 0.16549, 0.14807, 0.05489, 2.39377, 417751
1.2, 2500, 24, 13, 1000000, 36253, 0.46222, 1.55565, 2.01787, 0.16700, 0.14658, 0.05465, 2.38610, 419095
1.2, 2500, 24, 14, 1000000, 36699, 0.46041, 1.56157, 2.02197, 0.16802, 0.15705, 0.05495, 2.40199, 416322
1.2, 2500, 24, 15, 1000000, 36494, 0.46091, 1.56113, 2.02204, 0.16603, 0.14732, 0.05471, 2.39010, 418393
1.2, 2500, 24, 16, 1000000, 36408, 0.46069, 1.55831, 2.01900, 0.16952, 0.14680, 0.05509, 2.39041, 418338
1.2, 2500, 24, 17, 1000000, 36486, 0.46812, 1.57176, 2.03988, 0.16969, 0.15479, 0.05455, 2.41890, 413411
1.2, 2500, 24, 18, 1000000, 36284, 0.46149, 1.56855, 2.03005, 0.16947, 0.14861, 0.05524, 2.40337, 416083
1.2, 2500, 24, 19, 1000000, 36246, 0.47420, 1.56814, 2.04234, 0.17100, 0.15248, 0.05482, 2.42063, 413115
1.2, 2500, 24, total, 20000000, 40.70485, 40.70485, 40.70485,6.74104,3.69824, 8.19890, 59.34302, 337024
