
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.4, 2500, 24, 0, 1000000, 4867, 0.56985, 1.69284, 2.26269, 0.76890, 0.02527, 0.09021, 3.14707, 317756
0.4, 2500, 24, 1, 1000000, 4295, 0.56901, 1.69252, 2.26152, 0.07229, 0.02303, 0.07986, 2.43670, 410392
0.4, 2500, 24, 2, 1000000, 3740, 0.56867, 1.68079, 2.24946, 0.07426, 0.02038, 0.06946, 2.41356, 414326
0.4, 2500, 24, 3, 1000000, 3117, 0.56682, 1.67994, 2.24676, 0.06048, 0.01720, 0.05902, 2.38346, 419558
0.4, 2500, 24, 4, 1000000, 2654, 0.56753, 1.68362, 2.25115, 0.06364, 0.01578, 0.05059, 2.38116, 419963
0.4, 2500, 24, 5, 1000000, 2185, 0.56727, 1.69330, 2.26057, 0.07504, 0.01318, 0.04784, 2.39662, 417254
0.4, 2500, 24, 6, 1000000, 1612, 0.56975, 1.68593, 2.25567, 0.06197, 0.00982, 0.04445, 2.37192, 421600
0.4, 2500, 24, 7, 1000000, 1528, 0.56763, 1.68236, 2.24999, 0.07219, 0.00926, 0.02950, 2.36093, 423561
0.4, 2500, 24, 8, 1000000, 1449, 0.56652, 1.68545, 2.25198, 0.05971, 0.00915, 0.02842, 2.34926, 425666
0.4, 2500, 24, 9, 1000000, 1410, 0.57162, 1.69198, 2.26361, 0.07178, 0.00899, 0.02673, 2.37110, 421745
0.4, 2500, 24, 10, 1000000, 1365, 0.56799, 1.69433, 2.26233, 0.05082, 0.00906, 0.02720, 2.34941, 425640
0.4, 2500, 24, 11, 1000000, 1310, 0.57008, 1.68047, 2.25055, 0.06313, 0.00861, 0.02704, 2.34933, 425654
0.4, 2500, 24, 12, 1000000, 1282, 0.56652, 1.69018, 2.25671, 0.06867, 0.00791, 0.02689, 2.36017, 423698
0.4, 2500, 24, 13, 1000000, 1237, 0.56746, 1.69049, 2.25795, 0.05693, 0.00859, 0.02520, 2.34868, 425771
0.4, 2500, 24, 14, 1000000, 1185, 0.56988, 1.68929, 2.25917, 0.06392, 0.00793, 0.02361, 2.35463, 424694
0.4, 2500, 24, 15, 1000000, 1170, 0.57014, 1.68421, 2.25435, 0.06423, 0.00779, 0.02339, 2.34976, 425575
0.4, 2500, 24, 16, 1000000, 1138, 0.56853, 1.69360, 2.26214, 0.07044, 0.00776, 0.02284, 2.36318, 423159
0.4, 2500, 24, 17, 1000000, 1116, 0.57476, 1.68533, 2.26009, 0.07295, 0.00738, 0.02196, 2.36239, 423301
0.4, 2500, 24, 18, 1000000, 1120, 0.56729, 1.69344, 2.26073, 0.06381, 0.00860, 0.02265, 2.35579, 424486
0.4, 2500, 24, 19, 1000000, 1102, 0.57113, 1.68806, 2.25920, 0.05921, 0.00708, 0.02339, 2.34887, 425737
0.4, 2500, 24, total, 20000000, 45.13661, 45.13661, 45.13661,2.01438,0.23275, 0.77024, 48.15397, 415334
