
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
1.2, 2500, 24, 0, 1000000, 162996, 0.45933, 1.55135, 2.01068, 1.60962, 0.28978, 2.96453, 6.87461, 145463
1.2, 2500, 24, 1, 1000000, 145068, 0.45922, 1.56541, 2.02463, 0.06441, 0.28049, 2.63866, 5.00818, 199673
1.2, 2500, 24, 2, 1000000, 127177, 0.46037, 1.55837, 2.01874, 0.06202, 0.27185, 0.47141, 2.82402, 354105
1.2, 2500, 24, 3, 1000000, 109358, 0.46153, 1.55141, 2.01294, 0.06375, 0.27004, 0.40284, 2.74956, 363694
1.2, 2500, 24, 4, 1000000, 90674, 0.46051, 1.54795, 2.00846, 0.06535, 0.25750, 0.35522, 2.68654, 372227
1.2, 2500, 24, 5, 1000000, 72502, 0.46137, 1.55195, 2.01332, 0.06545, 0.22412, 0.33057, 2.63347, 379728
1.2, 2500, 24, 6, 1000000, 54505, 0.46136, 1.56375, 2.02510, 0.06361, 0.19100, 0.32169, 2.60141, 384407
1.2, 2500, 24, 7, 1000000, 36370, 0.45918, 1.56528, 2.02446, 0.06332, 0.14826, 0.10585, 2.34188, 427007
1.2, 2500, 24, 8, 1000000, 36387, 0.46334, 1.56434, 2.02768, 0.06549, 0.14830, 0.06148, 2.30294, 434227
1.2, 2500, 24, 9, 1000000, 36111, 0.45882, 1.54833, 2.00714, 0.06278, 0.14564, 0.05523, 2.27080, 440374
1.2, 2500, 24, 10, 1000000, 36389, 0.45747, 1.56838, 2.02585, 0.06528, 0.14555, 0.05441, 2.29109, 436473
1.2, 2500, 24, 11, 1000000, 36161, 0.45869, 1.55826, 2.01694, 0.06388, 0.14983, 0.05486, 2.28552, 437538
1.2, 2500, 24, 12, 1000000, 36551, 0.45959, 1.55341, 2.01300, 0.06338, 0.14996, 0.05488, 2.28122, 438362
1.2, 2500, 24, 13, 1000000, 36253, 0.45926, 1.57130, 2.03056, 0.06391, 0.14680, 0.05464, 2.29591, 435556
1.2, 2500, 24, 14, 1000000, 36699, 0.45946, 1.54897, 2.00843, 0.06486, 0.14859, 0.05488, 2.27676, 439222
1.2, 2500, 24, 15, 1000000, 36494, 0.46391, 1.57004, 2.03395, 0.06146, 0.14703, 0.05472, 2.29716, 435320
1.2, 2500, 24, 16, 1000000, 36408, 0.45933, 1.55687, 2.01621, 0.06543, 0.14972, 0.05734, 2.28870, 436930
1.2, 2500, 24, 17, 1000000, 36486, 0.45895, 1.56631, 2.02525, 0.06320, 0.14483, 0.05450, 2.28778, 437104
1.2, 2500, 24, 18, 1000000, 36284, 0.45916, 1.56340, 2.02255, 0.06289, 0.14495, 0.05507, 2.28546, 437548
1.2, 2500, 24, 19, 1000000, 36246, 0.45894, 1.55333, 2.01227, 0.06355, 0.14433, 0.05476, 2.27491, 439578
1.2, 2500, 24, total, 20000000, 40.37817, 40.37817, 40.37817,2.82365,3.69855, 8.25754, 55.15791, 362595
