
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0, 2500, 24, 0, 1000000, 711, 0.57676, 1.68137, 2.25813, 0.64390, 0.00522, 0.01356, 2.92081, 342371
0, 2500, 24, 1, 1000000, 667, 0.57308, 1.68340, 2.25648, 0.05443, 0.00475, 0.01307, 2.32873, 429419
0, 2500, 24, 2, 1000000, 548, 0.58332, 1.69929, 2.28261, 0.12083, 0.00406, 0.01092, 2.41842, 413493
0, 2500, 24, 3, 1000000, 491, 0.57759, 1.68819, 2.26578, 0.09381, 0.00410, 0.01125, 2.37493, 421064
0, 2500, 24, 4, 1000000, 477, 0.58020, 1.70677, 2.28697, 0.07421, 0.00383, 0.01162, 2.37663, 420764
0, 2500, 24, 5, 1000000, 479, 0.57952, 1.69809, 2.27761, 0.10827, 0.00364, 0.01062, 2.40014, 416643
0, 2500, 24, 6, 1000000, 492, 0.58101, 1.68723, 2.26824, 0.09622, 0.00389, 0.01133, 2.37967, 420226
0, 2500, 24, 7, 1000000, 485, 0.57456, 1.70319, 2.27775, 0.12072, 0.00432, 0.01206, 2.41484, 414105
0, 2500, 24, 8, 1000000, 478, 0.57730, 1.70175, 2.27905, 0.13125, 0.00406, 0.01110, 2.42547, 412292
0, 2500, 24, 9, 1000000, 491, 0.58146, 1.69805, 2.27951, 0.08510, 0.00371, 0.01104, 2.37935, 420283
0, 2500, 24, 10, 1000000, 474, 0.57693, 1.69449, 2.27142, 0.09253, 0.00370, 0.01174, 2.37938, 420277
0, 2500, 24, 11, 1000000, 491, 0.57950, 1.69466, 2.27416, 0.13114, 0.00370, 0.01113, 2.42013, 413202
0, 2500, 24, 12, 1000000, 459, 0.58039, 1.69296, 2.27335, 0.11259, 0.00352, 0.01058, 2.40003, 416661
0, 2500, 24, 13, 1000000, 476, 0.57809, 1.70403, 2.28212, 0.13744, 0.00413, 0.01139, 2.43509, 410662
0, 2500, 24, 14, 1000000, 467, 0.57716, 1.68979, 2.26694, 0.11515, 0.00356, 0.01161, 2.39727, 417142
0, 2500, 24, 15, 1000000, 485, 0.57822, 1.74527, 2.32348, 0.10124, 0.00389, 0.01109, 2.43971, 409885
0, 2500, 24, 16, 1000000, 462, 0.57485, 1.69967, 2.27452, 0.11625, 0.00390, 0.01150, 2.40618, 415597
0, 2500, 24, 17, 1000000, 473, 0.57548, 1.68578, 2.26126, 0.14315, 0.00387, 0.01096, 2.41923, 413354
0, 2500, 24, 18, 1000000, 481, 0.57980, 1.69493, 2.27473, 0.13447, 0.00378, 0.01142, 2.42441, 412472
0, 2500, 24, 19, 1000000, 464, 0.57661, 1.68942, 2.26603, 0.14487, 0.00375, 0.01071, 2.42536, 412309
0, 2500, 24, total, 20000000, 45.50014, 45.50014, 45.50014,2.75758,0.07937, 0.22869, 48.56578, 411813
