
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.4, 2500, 24, 0, 1000000, 4867, 0.57237, 1.68472, 2.25708, 3.53786, 0.02505, 0.09022, 5.91022, 169198
0.4, 2500, 24, 1, 1000000, 4295, 0.57332, 1.69021, 2.26353, 0.34531, 0.02266, 0.07987, 2.71137, 368817
0.4, 2500, 24, 2, 1000000, 3740, 0.56773, 1.69013, 2.25786, 0.34099, 0.02015, 0.06946, 2.68846, 371960
0.4, 2500, 24, 3, 1000000, 3117, 0.56951, 1.67618, 2.24569, 0.34180, 0.01726, 0.05902, 2.66377, 375407
0.4, 2500, 24, 4, 1000000, 2654, 0.56636, 1.69468, 2.26104, 0.35049, 0.01474, 0.05059, 2.67685, 373573
0.4, 2500, 24, 5, 1000000, 2185, 0.57057, 1.69209, 2.26265, 0.35020, 0.01316, 0.04790, 2.67391, 373984
0.4, 2500, 24, 6, 1000000, 1514, 0.56672, 1.67874, 2.24546, 0.33276, 0.00953, 0.04446, 2.63221, 379909
0.4, 2500, 24, 7, 1000000, 1047, 0.56810, 1.71180, 2.27990, 0.32203, 0.00646, 0.02414, 2.63253, 379862
0.4, 2500, 24, 8, 1000000, 1074, 0.57837, 1.68935, 2.26772, 0.35437, 0.00709, 0.02638, 2.65556, 376569
0.4, 2500, 24, 9, 1000000, 1159, 0.56794, 1.67931, 2.24725, 0.34475, 0.00797, 0.02519, 2.62516, 380929
0.4, 2500, 24, 10, 1000000, 1052, 0.56853, 1.68514, 2.25367, 0.32790, 0.00693, 0.02440, 2.61290, 382717
0.4, 2500, 24, 11, 1000000, 1121, 0.57019, 1.69706, 2.26725, 0.35864, 0.00745, 0.02616, 2.65950, 376011
0.4, 2500, 24, 12, 1000000, 1045, 0.56809, 1.67788, 2.24597, 0.36284, 0.00690, 0.02346, 2.63918, 378906
0.4, 2500, 24, 13, 1000000, 1060, 0.56689, 1.67999, 2.24688, 0.33979, 0.00680, 0.02716, 2.62063, 381587
0.4, 2500, 24, 14, 1000000, 1075, 0.56861, 1.69504, 2.26366, 0.34574, 0.00789, 0.02373, 2.64102, 378641
0.4, 2500, 24, 15, 1000000, 1042, 0.57031, 1.69030, 2.26061, 0.34589, 0.00743, 0.02595, 2.63988, 378804
0.4, 2500, 24, 16, 1000000, 1087, 0.56921, 1.68036, 2.24957, 0.37343, 0.00719, 0.02404, 2.65422, 376758
0.4, 2500, 24, 17, 1000000, 1059, 0.56639, 1.68720, 2.25359, 0.34750, 0.00718, 0.02584, 2.63411, 379634
0.4, 2500, 24, 18, 1000000, 1070, 0.56779, 1.67963, 2.24742, 0.34690, 0.00748, 0.02602, 2.62782, 380543
0.4, 2500, 24, 19, 1000000, 1091, 0.56818, 1.67671, 2.24489, 0.37669, 0.00742, 0.02581, 2.65481, 376675
0.4, 2500, 24, total, 20000000, 45.12171, 45.12171, 45.12171,10.14588,0.21674, 0.76980, 56.25413, 355529
