
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
1.2, 2500, 24, 0, 1000000, 162996, 0.48902, 1.54517, 2.03419, 0.00355, 0.29378, 2.96456, 5.29608, 188819
1.2, 2500, 24, 1, 1000000, 145068, 0.47837, 1.53799, 2.01636, 0.00338, 0.27692, 2.63860, 4.93527, 202623
1.2, 2500, 24, 2, 1000000, 127177, 0.45934, 1.56137, 2.02070, 0.00280, 0.27189, 2.32172, 4.61711, 216586
1.2, 2500, 24, 3, 1000000, 109358, 0.48139, 1.54810, 2.02949, 0.00335, 0.27066, 2.29119, 4.59470, 217642
1.2, 2500, 24, 4, 1000000, 102109, 0.45902, 1.54339, 2.00242, 0.00301, 0.26014, 2.30664, 4.57220, 218713
1.2, 2500, 24, 5, 1000000, 90799, 0.48206, 1.55762, 2.03967, 0.00243, 0.25581, 1.23982, 3.53774, 282667
1.2, 2500, 24, 6, 1000000, 83281, 0.45975, 1.54565, 2.00540, 0.00316, 0.25737, 1.24489, 3.51082, 284834
1.2, 2500, 24, 7, 1000000, 73235, 0.48129, 1.54628, 2.02758, 0.00346, 0.23753, 1.26521, 3.53377, 282984
1.2, 2500, 24, 8, 1000000, 67341, 0.45924, 1.54632, 2.00556, 0.00314, 0.21579, 1.25555, 3.48004, 287353
1.2, 2500, 24, 9, 1000000, 65514, 0.48136, 1.54745, 2.02881, 0.00338, 0.22201, 1.13197, 3.38618, 295318
1.2, 2500, 24, 10, 1000000, 59240, 0.45948, 1.55867, 2.01814, 0.00338, 0.20647, 1.12641, 3.35441, 298115
1.2, 2500, 24, 11, 1000000, 55211, 0.48105, 1.55989, 2.04095, 0.00330, 0.19151, 1.01172, 3.24747, 307932
1.2, 2500, 24, 12, 1000000, 54891, 0.45948, 1.54377, 2.00325, 0.00295, 0.19491, 1.02522, 3.22633, 309950
1.2, 2500, 24, 13, 1000000, 51517, 0.48156, 1.55701, 2.03857, 0.00348, 0.18806, 1.01578, 3.24589, 308082
1.2, 2500, 24, 14, 1000000, 51602, 0.45813, 1.55437, 2.01250, 0.00348, 0.18817, 1.02402, 3.22817, 309773
1.2, 2500, 24, 15, 1000000, 47521, 0.48144, 1.54774, 2.02918, 0.00349, 0.17949, 0.91278, 3.12495, 320005
1.2, 2500, 24, 16, 1000000, 45404, 0.45802, 1.54791, 2.00593, 0.00327, 0.17934, 0.90816, 3.09669, 322925
1.2, 2500, 24, 17, 1000000, 43740, 0.48151, 1.56043, 2.04194, 0.00323, 0.17277, 0.90851, 3.12644, 319852
1.2, 2500, 24, 18, 1000000, 39862, 0.46447, 1.53837, 2.00283, 0.00268, 0.15944, 0.74099, 2.90594, 344122
1.2, 2500, 24, 19, 1000000, 39649, 0.48587, 1.53890, 2.02477, 0.00335, 0.16149, 0.73812, 2.92772, 341562
1.2, 2500, 24, total, 20000000, 40.42824, 40.42824, 40.42824,0.06426,4.38355, 28.07186, 72.94792, 274168
