
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
0.99, 2500, 24, 0, 1000000, 86304, 0.48650, 1.59754, 2.08404, 6.99089, 0.25052, 1.56954, 10.89499, 91785
0.99, 2500, 24, 1, 1000000, 76908, 0.48441, 1.59833, 2.08275, 0.37019, 0.24323, 1.40633, 4.10250, 243754
0.99, 2500, 24, 2, 1000000, 67376, 0.48538, 1.60170, 2.08708, 0.38356, 0.22095, 1.22552, 3.91711, 255290
0.99, 2500, 24, 3, 1000000, 57884, 0.48568, 1.60028, 2.08596, 0.38319, 0.20305, 1.05716, 3.72936, 268143
0.99, 2500, 24, 4, 1000000, 47882, 0.48617, 1.59647, 2.08265, 0.38240, 0.17749, 0.10639, 2.74893, 363778
0.99, 2500, 24, 5, 1000000, 38456, 0.48525, 1.60989, 2.09514, 0.38804, 0.15393, 0.09783, 2.73495, 365638
0.99, 2500, 24, 6, 1000000, 28768, 0.48531, 1.61315, 2.09845, 0.40538, 0.12618, 0.09591, 2.72593, 366848
0.99, 2500, 24, 7, 1000000, 19460, 0.48538, 1.60730, 2.09268, 0.40573, 0.09042, 0.09748, 2.68631, 372258
0.99, 2500, 24, 8, 1000000, 19403, 0.48552, 1.59332, 2.07884, 0.40853, 0.08317, 0.09496, 2.66550, 375163
0.99, 2500, 24, 9, 1000000, 19486, 0.48553, 1.60978, 2.09531, 0.41375, 0.08286, 0.09430, 2.68623, 372269
0.99, 2500, 24, 10, 1000000, 18990, 0.48792, 1.60973, 2.09764, 0.42469, 0.08003, 0.09592, 2.69828, 370607
0.99, 2500, 24, 11, 1000000, 19150, 0.48529, 1.59818, 2.08347, 0.43197, 0.08084, 0.09973, 2.69600, 370919
0.99, 2500, 24, 12, 1000000, 19464, 0.48521, 1.59522, 2.08044, 0.45051, 0.08395, 0.09738, 2.71228, 368694
0.99, 2500, 24, 13, 1000000, 19180, 0.48527, 1.61310, 2.09837, 0.46007, 0.08124, 0.09564, 2.73532, 365588
0.99, 2500, 24, 14, 1000000, 19269, 0.48615, 1.60808, 2.09422, 0.47312, 0.08580, 0.10257, 2.75572, 362882
0.99, 2500, 24, 15, 1000000, 19265, 0.48597, 1.59370, 2.07967, 0.46301, 0.08504, 0.09373, 2.72145, 367451
0.99, 2500, 24, 16, 1000000, 19181, 0.48591, 1.60348, 2.08939, 0.48546, 0.07909, 0.09364, 2.74759, 363956
0.99, 2500, 24, 17, 1000000, 19420, 0.48678, 1.60316, 2.08994, 0.45230, 0.08190, 0.09622, 2.72037, 367598
0.99, 2500, 24, 18, 1000000, 19209, 0.48671, 1.59426, 2.08097, 0.43984, 0.08211, 0.09445, 2.69737, 370732
0.99, 2500, 24, 19, 1000000, 19228, 0.48582, 1.59629, 2.08211, 0.43998, 0.08370, 0.09495, 2.70075, 370268
0.99, 2500, 24, total, 20000000, 41.75913, 41.75913, 41.75913,15.05264,2.45550, 6.80965, 66.07693, 302678
