
zipfian_const, NR_DPUS, NR_TASKLETS, batch_num, num_keys, max_query_num, preprocess_time1, preprocess_time2, preprocess_time, migration_time, send_time, execution_time, batch_time, throughput
1.2, 2500, 24, 0, 1000000, 162996, 0.45529, 1.53738, 1.99267, 0.74103, 0.31323, 2.96450, 6.01142, 166350
1.2, 2500, 24, 1, 1000000, 145068, 0.45143, 1.53220, 1.98363, 0.02872, 0.28902, 2.63860, 4.93997, 202430
1.2, 2500, 24, 2, 1000000, 127177, 0.45498, 1.54766, 2.00265, 0.02964, 0.27361, 0.47142, 2.77732, 360059
1.2, 2500, 24, 3, 1000000, 109358, 0.45585, 1.54490, 2.00075, 0.03112, 0.26618, 0.40278, 2.70082, 370258
1.2, 2500, 24, 4, 1000000, 90674, 0.45391, 1.53918, 1.99308, 0.03309, 0.25484, 0.35522, 2.63623, 379330
1.2, 2500, 24, 5, 1000000, 72502, 0.45766, 1.54951, 2.00718, 0.03296, 0.23679, 0.33026, 2.60719, 383555
1.2, 2500, 24, 6, 1000000, 54505, 0.45415, 1.54254, 1.99669, 0.03142, 0.20741, 0.32226, 2.55778, 390964
1.2, 2500, 24, 7, 1000000, 36370, 0.45377, 1.55083, 2.00460, 0.02929, 0.15251, 0.16338, 2.34978, 425572
1.2, 2500, 24, 8, 1000000, 36387, 0.45437, 1.54986, 2.00423, 0.03106, 0.15362, 0.14590, 2.33481, 428300
1.2, 2500, 24, 9, 1000000, 36111, 0.45530, 1.54178, 1.99708, 0.02816, 0.14819, 0.12614, 2.29957, 434864
1.2, 2500, 24, 10, 1000000, 36389, 0.45262, 1.53835, 1.99097, 0.03146, 0.15341, 0.10764, 2.28348, 437928
1.2, 2500, 24, 11, 1000000, 36161, 0.45533, 1.54232, 1.99765, 0.03056, 0.15664, 0.09921, 2.28407, 437815
1.2, 2500, 24, 12, 1000000, 36551, 0.45360, 1.53900, 1.99260, 0.03134, 0.14995, 0.08849, 2.26239, 442011
1.2, 2500, 24, 13, 1000000, 36253, 0.45505, 1.54760, 2.00265, 0.03158, 0.14891, 0.08234, 2.26548, 441407
1.2, 2500, 24, 14, 1000000, 36699, 0.45472, 1.54192, 1.99664, 0.02954, 0.15453, 0.07818, 2.25890, 442693
1.2, 2500, 24, 15, 1000000, 36494, 0.45457, 1.54034, 1.99490, 0.02840, 0.15553, 0.06968, 2.24852, 444737
1.2, 2500, 24, 16, 1000000, 36408, 0.45568, 1.54132, 1.99700, 0.02974, 0.16874, 0.06867, 2.26415, 441667
1.2, 2500, 24, 17, 1000000, 36486, 0.45326, 1.53978, 1.99304, 0.03093, 0.15528, 0.06979, 2.24903, 444635
1.2, 2500, 24, 18, 1000000, 36284, 0.45276, 1.53921, 1.99197, 0.03163, 0.15768, 0.06820, 2.24948, 444548
1.2, 2500, 24, 19, 1000000, 36246, 0.47776, 1.55454, 2.03230, 0.03155, 0.15404, 0.05501, 2.27289, 439969
1.2, 2500, 24, total, 20000000, 39.97227, 39.97227, 39.97227,1.32324,3.85011, 8.70767, 53.85328, 371379
